TimeStep,V[1],V[2],V[3],V[4],V[5],V[6],V[7],V[8],V[9],V[10],V[11],V[12],V[13],V[14],V[15],V[16],V[17],V[18],V[19],V[20],V[21],V[22],V[23],V[24],V[25],V[26]
98,-0.501929,-0.493746,-0.456444,-0.389634,-0.29985,-0.185209,-0.072935,0.0711368,0.17011,0.31878,0.388399,0.508333,0.572372,0.612946,0.664532,0.559547,0.471518,0.29572,0.0786248,-0.00217164,-0.176113,-0.381517,-0.4558,-0.568866,-0.682457,-0.64967
99,-0.495465,-0.498774,-0.477683,-0.414461,-0.343308,-0.224122,-0.126301,0.025614,0.125613,0.275242,0.373967,0.481988,0.593683,0.619292,0.681524,0.585307,0.456441,0.329066,0.116258,0.020069,-0.119224,-0.361477,-0.449692,-0.513317,-0.663201,-0.678168
100,-0.483811,-0.500079,-0.492494,-0.438078,-0.379437,-0.266295,-0.171412,-0.0278304,0.088689,0.223936,0.360954,0.456204,0.601858,0.631226,0.674338,0.606085,0.441591,0.349377,0.171686,0.0357325,-0.0780451,-0.317933,-0.439832,-0.47093,-0.623359,-0.690967
101,-0.467597,-0.497744,-0.500159,-0.46105,-0.40725,-0.311254,-0.209093,-0.0854042,0.0546222,0.1729,0.341567,0.43811,0.59229,0.645258,0.650159,0.612178,0.437771,0.356645,0.233483,0.0547798,-0.0561093,-0.256386,-0.416116,-0.447056,-0.570574,-0.678134
102,-0.447422,-0.491178,-0.501488,-0.48178,-0.428624,-0.355272,-0.243489,-0.140485,0.0172368,0.129553,0.311175,0.428812,0.567277,0.651954,0.619437,0.597454,0.448184,0.357499,0.286804,0.0841746,-0.047813,-0.188651,-0.372749,-0.437309,-0.515353,-0.637489
103,-0.423582,-0.479508,-0.498237,-0.497407,-0.446916,-0.393426,-0.279224,-0.187217,-0.0270768,0.0967815,0.27102,0.422691,0.534058,0.640769,0.590323,0.563307,0.467536,0.361403,0.319994,0.124349,-0.0408671,-0.127518,-0.311141,-0.429619,-0.466861,-0.575448
104,-0.396019,-0.462162,-0.492001,-0.505456,-0.464751,-0.422316,-0.318347,-0.223552,-0.0769266,0.071697,0.227421,0.410421,0.500128,0.605603,0.564783,0.51867,0.485308,0.375183,0.32965,0.169166,-0.0219331,-0.0811809,-0.239593,-0.409534,-0.429255,-0.504504
105,-0.364504,-0.439277,-0.483265,-0.505241,-0.482322,-0.441817,-0.358869,-0.251979,-0.126472,0.047696,0.187984,0.383915,0.468604,0.548114,0.538436,0.475978,0.491366,0.398819,0.321765,0.209312,0.0171197,-0.0499756,-0.169804,-0.366527,-0.400122,-0.438308
106,-0.328942,-0.411694,-0.471171,-0.498175,-0.49721,-0.454841,-0.395737,-0.277565,-0.168591,0.0185254,0.157038,0.340435,0.436289,0.477016,0.504035,0.445164,0.480954,0.424819,0.308479,0.23729,0.0752608,-0.0268167,-0.111748,-0.298629,-0.371689,-0.386316
107,-0.289609,-0.38056,-0.454121,-0.486842,-0.505779,-0.465312,-0.423593,-0.304554,-0.198788,-0.0180615,0.132941,0.283597,0.395563,0.403827,0.456529,0.428795,0.456516,0.441633,0.302082,0.251407,0.14255,-0.00104162,-0.0692487,-0.213363,-0.33434,-0.35017
108,-0.24718,-0.346772,-0.43084,-0.473405,-0.505285,-0.475592,-0.439651,-0.333569,-0.217546,-0.059184,0.10879,0.220855,0.339014,0.337418,0.396748,0.420887,0.425577,0.439424,0.309247,0.256647,0.204539,0.0362362,-0.0383314,-0.124567,-0.280947,-0.323313
109,-0.202531,-0.310615,-0.401226,-0.458338,-0.495395,-0.484918,-0.445006,-0.361067,-0.229844,-0.0988397,0.0761088,0.159044,0.264191,0.280306,0.331599,0.410012,0.396035,0.415238,0.328249,0.261961,0.248798,0.0878169,-0.00919455,-0.0464742,-0.210157,-0.294017
110,-0.156442,-0.271793,-0.366501,-0.440211,-0.478252,-0.489753,-0.443643,-0.38135,-0.242175,-0.13179,0.0293872,0.100621,0.175783,0.228561,0.270587,0.385039,0.371556,0.374849,0.35041,0.275382,0.270502,0.149159,0.0290567,0.0123311,-0.127187,-0.250573
111,-0.109375,-0.22982,-0.328571,-0.416641,-0.457059,-0.485797,-0.439811,-0.389901,-0.258899,-0.15699,-0.0310587,0.0427981,0.0839594,0.175176,0.220627,0.340545,0.349637,0.330229,0.364852,0.299506,0.274435,0.21069,0.0830819,0.0523998,-0.0417551,-0.186445
112,-0.0614659,-0.184537,-0.289012,-0.3858,-0.434085,-0.470439,-0.43538,-0.386079,-0.280063,-0.178525,-0.0994505,-0.0200139,-0.000226175,0.114807,0.182029,0.27914,0.323369,0.293852,0.364039,0.329776,0.272467,0.262476,0.151897,0.0827833,0.0359655,-0.103211
113,-0.0127057,-0.136417,-0.248279,-0.347558,-0.409289,-0.444184,-0.428776,-0.373603,-0.30191,-0.203487,-0.167787,-0.0919276,-0.0698784,0.0471432,0.147993,0.209666,0.285848,0.27269,0.347289,0.356529,0.277719,0.298914,0.227039,0.116569,0.0995932,-0.010017
114,0.0367828,-0.0864886,-0.205627,-0.303587,-0.380399,-0.410254,-0.416105,-0.358606,-0.319678,-0.23802,-0.229996,-0.172052,-0.125039,-0.0229885,0.107978,0.142406,0.234695,0.264918,0.320566,0.369847,0.298231,0.32115,0.296292,0.16462,0.149086,0.0802236
115,0.0865648,-0.0359296,-0.159743,-0.256389,-0.344344,-0.372661,-0.393767,-0.346443,-0.330926,-0.283789,-0.284587,-0.253844,-0.171801,-0.088708,0.053233,0.0839745,0.174072,0.261026,0.292871,0.364717,0.333167,0.336096,0.349246,0.230393,0.190442,0.156229
116,0.135911,0.0144282,-0.109714,-0.207864,-0.299188,-0.333967,-0.360987,-0.339133,-0.337349,-0.336872,-0.334366,-0.327809,-0.218404,-0.145448,-0.0184799,0.0346002,0.112969,0.248724,0.27128,0.34381,0.373365,0.352602,0.382059,0.308205,0.232673,0.212986
117,0.184002,0.0643801,-0.0557182,-0.158299,-0.245405,-0.29409,-0.32075,-0.334885,-0.343972,-0.389645,-0.383527,-0.38608,-0.270568,-0.193946,-0.101467,-0.0109154,0.060622,0.21915,0.257315,0.316346,0.405885,0.376771,0.399108,0.385761,0.283426,0.25358
118,0.230203,0.114259,0.000950217,-0.106372,-0.185759,-0.250852,-0.278602,-0.329868,-0.356177,-0.434516,-0.43401,-0.426336,-0.328666,-0.240025,-0.184749,-0.0593324,0.0215493,0.17121,0.246533,0.293537,0.4203,0.40879,0.410711,0.449739,0.345239,0.287425
119,0.274234,0.164541,0.0585323,-0.0501821,-0.123931,-0.201916,-0.240042,-0.321042,-0.376321,-0.467356,-0.4834,-0.452859,-0.388142,-0.291195,-0.257328,-0.114545,-0.00702863,0.111927,0.23143,0.282898,0.413616,0.442859,0.427977,0.491816,0.414177,0.325693
120,0.31615,0.215384,0.115701,0.0113427,-0.0627504,-0.146897,-0.208024,-0.308291,-0.401921,-0.488753,-0.525682,-0.474168,-0.4427,-0.35199,-0.313287,-0.175138,-0.0338611,0.0527271,0.205946,0.284352,0.391448,0.470195,0.457255,0.512305,0.481459,0.376016
121,0.356149,0.266393,0.172157,0.0774857,-0.0031035,-0.0883667,-0.181978,-0.294528,-0.426484,-0.502536,-0.554468,-0.498535,-0.488219,-0.420721,-0.354073,-0.235255,-0.0690384,0.00369461,0.169047,0.290183,0.364955,0.483541,0.496907,0.519687,0.537359,0.43886
122,0.394314,0.316718,0.228546,0.145777,0.0558302,-0.0311098,-0.158822,-0.283726,-0.442517,-0.512638,-0.566796,-0.529863,-0.525012,-0.489581,-0.386898,-0.288139,-0.11848,-0.0312053,0.1254,0.28894,0.345147,0.480831,0.537995,0.52629,0.575532,0.507215
123,0.43047,0.36543,0.28576,0.212974,0.115223,0.0199257,-0.135238,-0.278095,-0.445019,-0.520305,-0.565224,-0.566086,-0.557139,-0.54818,-0.420321,-0.330204,-0.180493,-0.0555263,0.0828117,0.271319,0.337466,0.46614,0.568575,0.542193,0.595768,0.569718
124,0.464201,0.411909,0.344024,0.276361,0.17499,0.0618263,-0.109776,-0.276136,-0.433539,-0.523338,-0.55693,-0.600813,-0.589264,-0.588636,-0.459504,-0.363176,-0.246281,-0.0778069,0.0478786,0.235027,0.339326,0.447445,0.579499,0.570296,0.603853,0.615755
125,0.495037,0.456009,0.402322,0.334604,0.232957,0.0948098,-0.0835137,-0.27281,-0.411743,-0.517794,-0.550206,-0.627081,-0.623056,-0.609484,-0.503692,-0.39301,-0.304199,-0.106617,0.0223241,0.186094,0.341769,0.432403,0.568869,0.604924,0.608634,0.640177
126,0.522652,0.497872,0.458479,0.387671,0.285356,0.121663,-0.0589259,-0.2618,-0.38493,-0.501014,-0.550266,-0.641004,-0.655391,-0.61626,-0.547134,-0.426181,-0.34552,-0.1459,0.00208409,0.135925,0.334288,0.424354,0.542918,0.634617,0.617663,0.645433
127,0.546959,0.537505,0.509842,0.435929,0.328388,0.145938,-0.0377386,-0.238622,-0.357041,-0.474036,-0.556657,-0.643278,-0.679559,-0.61846,-0.582668,-0.4655,-0.368689,-0.193063,-0.020314,0.0956015,0.310282,0.420653,0.512867,0.64773,0.633515,0.640161
128,0.56802,0.57436,0.554149,0.479057,0.359991,0.170026,-0.0191767,-0.20286,-0.328935,-0.441813,-0.563658,-0.63787,-0.688869,-0.624521,-0.605784,-0.507925,-0.379832,-0.240664,-0.0513842,0.0703484,0.270359,0.414182,0.489324,0.638096,0.652551,0.63492
129,0.585812,0.607164,0.590081,0.515474,0.380775,0.19423,0.000227282,-0.158309,-0.298816,-0.410959,-0.563391,-0.62892,-0.680578,-0.637542,-0.616828,-0.545737,-0.389285,-0.280619,-0.0927613,0.0570395,0.221863,0.397231,0.477016,0.607967,0.666691,0.637107
130,0.599982,0.634102,0.617236,0.542722,0.393648,0.217296,0.0250431,-0.111006,-0.264368,-0.386252,-0.549864,-0.617854,-0.657838,-0.653969,-0.620185,-0.570524,-0.40603,-0.308491,-0.139945,0.046023,0.174976,0.365695,0.472515,0.566816,0.667356,0.647468
131,0.609732,0.653261,0.635594,0.558593,0.402359,0.237936,0.058435,-0.0663451,-0.225117,-0.367912,-0.521745,-0.602514,-0.628406,-0.665831,-0.621119,-0.577788,-0.432991,-0.325527,-0.184471,0.0263065,0.137513,0.321357,0.466104,0.526618,0.649645,0.659851
132,0.613899,0.663082,0.644899,0.562374,0.40982,0.256275,0.100177,-0.0268711,-0.183428,-0.351257,-0.482478,-0.578801,-0.600734,-0.66516,-0.622264,-0.56957,-0.465649,-0.337438,-0.218358,-0.00860318,0.111134,0.271054,0.44684,0.495958,0.614719,0.664282
133,0.611192,0.662624,0.644386,0.55547,0.417131,0.274225,0.146351,0.00810012,-0.143459,-0.329016,-0.437886,-0.543736,-0.579546,-0.648113,-0.621914,-0.553535,-0.4946,-0.350742,-0.238409,-0.0572484,0.0908867,0.223171,0.408248,0.475926,0.569235,0.651857
134,0.600466,0.651535,0.633088,0.541024,0.423744,0.294468,0.190942,0.0410406,-0.108678,-0.295073,-0.392833,-0.497985,-0.563357,-0.616606,-0.615128,-0.538942,-0.510594,-0.368856,-0.247958,-0.110933,0.0682204,0.183345,0.351742,0.459804,0.522119,0.619071
135,0.580925,0.629839,0.610557,0.522731,0.428527,0.31864,0.228457,0.0740091,-0.0794927,-0.247606,-0.348908,-0.446164,-0.545317,-0.576748,-0.596942,-0.531647,-0.509285,-0.390151,-0.255046,-0.158189,0.035784,0.151647,0.28603,0.436702,0.480289,0.569505
136,0.552163,0.597737,0.577567,0.503464,0.430917,0.345819,0.256165,0.107122,-0.0525372,-0.189944,-0.304365,-0.394632,-0.516944,-0.535176,-0.565712,-0.530904,-0.49321,-0.409008,-0.26797,-0.190627,-0.00857109,0.122775,0.222803,0.39726,0.445421,0.512074
137,0.514108,0.555603,0.536347,0.484435,0.431392,0.372303,0.274812,0.138615,-0.0221863,-0.128775,-0.256137,-0.34799,-0.47269,-0.495481,-0.524511,-0.52972,-0.470039,-0.419193,-0.290614,-0.207086,-0.0606639,0.0891242,0.170933,0.338547,0.413375,0.456736
138,0.466959,0.5042,0.490145,0.465233,0.430944,0.392927,0.287552,0.166354,0.0164367,-0.0707757,-0.202491,-0.30636,-0.412885,-0.456738,-0.479676,-0.518635,-0.448216,-0.417517,-0.320131,-0.213949,-0.112243,0.0451008,0.132156,0.265676,0.376527,0.409782
139,0.411203,0.444969,0.442285,0.444601,0.429928,0.403273,0.297878,0.18971,0.0646276,-0.0195668,-0.144595,-0.265135,-0.343517,-0.414804,-0.437285,-0.49086,-0.432453,-0.405665,-0.348307,-0.221495,-0.155333,-0.00964785,0.100468,0.189346,0.327839,0.371021
140,0.347731,0.380177,0.395189,0.421376,0.427083,0.401604,0.307781,0.210486,0.119058,0.0254113,-0.086015,-0.217478,-0.273067,-0.365422,-0.399638,-0.445998,-0.421515,-0.389149,-0.365884,-0.238295,-0.186288,-0.0698238,0.0655405,0.120587,0.264608,0.334223
141,0.277987,0.312724,0.349798,0.395026,0.41948,0.389507,0.317154,0.232157,0.173149,0.0676764,-0.030492,-0.158243,-0.208227,-0.30717,-0.363845,-0.390326,-0.409375,-0.374021,-0.367543,-0.266628,-0.207408,-0.127116,0.018357,0.0654039,0.190023,0.290554
142,0.204024,0.245628,0.305651,0.365506,0.403572,0.370943,0.324597,0.257793,0.220151,0.111056,0.0205169,-0.0871419,-0.150857,-0.242468,-0.323444,-0.33352,-0.388933,-0.3633,-0.354792,-0.301323,-0.225312,-0.174462,-0.0438452,0.0220577,0.111762,0.233264
143,0.128355,0.181342,0.261478,0.332661,0.376877,0.350286,0.328919,0.28788,0.25625,0.157267,0.0689137,-0.00933536,-0.0977438,-0.176143,-0.272225,-0.283632,-0.356124,-0.355191,-0.33518,-0.332579,-0.247056,-0.209637,-0.115922,-0.0176567,0.0383537,0.161273
144,0.0536021,0.121199,0.21594,0.295702,0.339377,0.330426,0.330239,0.319402,0.282071,0.2051,0.118852,0.066921,-0.0431033,-0.112516,-0.208085,-0.243065,-0.312112,-0.344172,-0.318225,-0.351182,-0.27614,-0.236222,-0.187304,-0.0638186,-0.0248454,0.0798919
145,-0.0179594,0.065198,0.168116,0.253236,0.293848,0.311904,0.329934,0.346881,0.301844,0.251517,0.174027,0.134313,0.017734,-0.0528809,-0.1347,-0.207696,-0.262456,-0.324302,-0.310258,-0.353305,-0.310583,-0.261433,-0.247309,-0.122876,-0.0780097,-0.00166311
146,-0.0848118,0.0122118,0.117576,0.203978,0.244877,0.293377,0.329464,0.364903,0.32081,0.29379,0.234966,0.189976,0.0855849,0.00504477,-0.0599689,-0.169544,-0.213881,-0.292851,-0.311002,-0.342342,-0.344046,-0.291989,-0.290481,-0.194074,-0.126371,-0.0746598
147,-0.146402,-0.0395018,0.0641428,0.147777,0.197065,0.272957,0.328895,0.370789,0.342381,0.33121,0.298016,0.236576,0.157075,0.0653396,0.00796304,-0.121438,-0.170591,-0.252121,-0.313759,-0.326856,-0.369305,-0.330258,-0.319173,-0.269653,-0.177172,-0.134923
148,-0.20309,-0.0917122,0.00765644,0.0863356,0.153313,0.249491,0.326182,0.365947,0.366582,0.365269,0.356756,0.280419,0.226699,0.130877,0.0649048,-0.0610874,-0.132241,-0.208355,-0.309109,-0.315849,-0.382129,-0.372794,-0.342001,-0.338675,-0.235638,-0.184539
149,-0.255871,-0.145755,-0.0519869,0.0231085,0.114017,0.223053,0.317836,0.355135,0.390486,0.39823,0.405147,0.327714,0.289898,0.200969,0.112688,0.00763145,-0.094648,-0.168349,-0.290113,-0.313927,-0.383415,-0.412055,-0.369019,-0.392483,-0.302029,-0.230368
150,-0.305999,-0.202292,-0.114479,-0.0377058,0.0774866,0.194439,0.300718,0.344026,0.410177,0.431064,0.440667,0.381053,0.345298,0.27116,0.157912,0.0767741,-0.0526944,-0.135676,-0.256172,-0.318974,-0.378468,-0.44038,-0.406185,-0.428909,-0.371288,-0.280164
151,-0.354623,-0.261255,-0.178656,-0.0926578,0.0412248,0.164197,0.273991,0.336402,0.422962,0.462177,0.465625,0.438033,0.394842,0.335384,0.208035,0.138542,-0.00364752,-0.108728,-0.213427,-0.323517,-0.37389,-0.45404,-0.452036,-0.453075,-0.435435,-0.338318
152,-0.402526,-0.321861,-0.242315,-0.140303,0.00329816,0.131944,0.240035,0.332463,0.428522,0.487832,0.485847,0.492633,0.441903,0.389248,0.266987,0.189217,0.0510617,-0.0817218,-0.171505,-0.318947,-0.373856,-0.455164,-0.498351,-0.47439,-0.487454,-0.403392
153,-0.449969,-0.382638,-0.302545,-0.181603,-0.0369105,0.0965545,0.203688,0.329078,0.428475,0.504134,0.507408,0.538456,0.488671,0.432491,0.332727,0.230679,0.106591,-0.0481539,-0.138381,-0.300258,-0.37785,-0.450471,-0.53442,-0.501356,-0.524654,-0.468701
154,-0.496606,-0.441467,-0.356542,-0.219278,-0.0788324,0.0571472,0.170127,0.321727,0.424806,0.509391,0.533206,0.571945,0.534463,0.469083,0.398118,0.268777,0.157442,-0.00474141,-0.11619,-0.268708,-0.381085,-0.447507,-0.552634,-0.536921,-0.54976,-0.525574
155,-0.541468,-0.495751,-0.402553,-0.256468,-0.121436,0.0142304,0.142459,0.306972,0.418314,0.505376,0.561282,0.593804,0.575998,0.504824,0.454602,0.309623,0.200534,0.0464126,-0.100266,-0.231033,-0.377308,-0.450449,-0.55241,-0.576843,-0.569217,-0.567612
156,-0.583001,-0.542791,-0.440494,-0.295344,-0.163942,-0.0298212,0.120328,0.284104,0.408118,0.496606,0.58579,0.607983,0.60939,0.543761,0.496627,0.355945,0.236755,0.0987023,-0.0819138,-0.195724,-0.362372,-0.457788,-0.540356,-0.611874,-0.589593,-0.593719
157,-0.619231,-0.580357,-0.471896,-0.336319,-0.206034,-0.0714272,0.100276,0.255169,0.392501,0.487943,0.600075,0.61899,0.632553,0.585521,0.524378,0.405547,0.270098,0.144497,-0.053368,-0.168478,-0.336567,-0.463167,-0.526615,-0.632591,-0.613998,-0.608368
158,-0.648072,-0.607304,-0.499161,-0.3781,-0.247466,-0.107373,0.0776586,0.223554,0.370492,0.481826,0.600137,0.629181,0.64647,0.625127,0.543326,0.452613,0.304943,0.179266,-0.0121948,-0.149315,-0.304431,-0.45891,-0.519364,-0.634301,-0.640381,-0.619014
159,-0.667769,-0.623971,-0.524454,-0.418421,-0.287455,-0.136461,0.04907,0.192098,0.34305,0.476774,0.586578,0.637578,0.654492,0.655509,0.560914,0.490988,0.343144,0.203996,0.0372701,-0.132899,-0.272198,-0.440305,-0.520427,-0.619401,-0.662576,-0.632021
160,-0.67734,-0.632136,-0.548753,-0.454938,-0.324388,-0.16028,0.0139959,0.161852,0.31298,0.468072,0.564046,0.640774,0.660089,0.671301,0.582267,0.517474,0.382672,0.224519,0.0862097,-0.111772,-0.24436,-0.408275,-0.524366,-0.595986,-0.673521,-0.649272
161,-0.676888,-0.634475,-0.571461,-0.485849,-0.3562,-0.182547,-0.0251095,0.132104,0.283514,0.45035,0.538577,0.635209,0.664449,0.671797,0.607318,0.533277,0.418637,0.248069,0.126044,-0.0806666,-0.221303,-0.368948,-0.521519,-0.573474,-0.668935,-0.667185
162,-0.667608,-0.633671,-0.59072,-0.510041,-0.381298,-0.207288,-0.0642491,0.101471,0.256402,0.420632,0.514391,0.619362,0.665469,0.661333,0.63091,0.542886,0.446068,0.279027,0.152956,-0.0394794,-0.199315,-0.330372,-0.50332,-0.5576,-0.649516,-0.678634
163,-0.651459,-0.631491,-0.604222,-0.526899,-0.399488,-0.236755,-0.0999278,0.0691919,0.230709,0.380162,0.491916,0.594532,0.658822,0.646858,0.645713,0.551152,0.462784,0.316236,0.169742,0.00668217,-0.172936,-0.298188,-0.467013,-0.547469,-0.620514,-0.676725
164,-0.630584,-0.628198,-0.610087,-0.536114,-0.412289,-0.270175,-0.130679,0.0357525,0.203175,0.333939,0.468046,0.563854,0.640539,0.634034,0.646262,0.560364,0.470622,0.353454,0.184,0.0503172,-0.138261,-0.272653,-0.417223,-0.536207,-0.588944,-0.658407
165,-0.60666,-0.622504,-0.607428,-0.537723,-0.422299,-0.303995,-0.15732,0.00246438,0.170048,0.288226,0.438332,0.530258,0.609563,0.624068,0.631838,0.568989,0.474275,0.382693,0.203716,0.0855758,-0.0953183,-0.248671,-0.363528,-0.514837,-0.559927,-0.626047
166,-0.580433,-0.612093,-0.596433,-0.532355,-0.43187,-0.333485,-0.181961,-0.0296338,0.129382,0.247385,0.399741,0.494737,0.568699,0.613075,0.606638,0.572752,0.478406,0.398597,0.232715,0.111259,-0.048173,-0.218815,-0.315396,-0.477259,-0.534118,-0.586149
167,-0.551578,-0.594461,-0.57805,-0.521432,-0.441761,-0.354867,-0.206479,-0.0607114,0.0824575,0.211786,0.352398,0.456006,0.523321,0.594328,0.57725,0.567289,0.484755,0.401368,0.268493,0.131148,-0.00273824,-0.177658,-0.277224,-0.423658,-0.507572,-0.545957
168,-0.518938,-0.567782,-0.553532,-0.506992,-0.45055,-0.366866,-0.231397,-0.0921857,0.0334215,0.177909,0.299408,0.411737,0.478506,0.562141,0.548948,0.550753,0.490974,0.396587,0.303589,0.151564,0.0364353,-0.125003,-0.246205,-0.360518,-0.474079,-0.509751
169,-0.481032,-0.531475,-0.524087,-0.49104,-0.455182,-0.370963,-0.255744,-0.125736,-0.0127336,0.140523,0.245019,0.360516,0.436264,0.515179,0.522934,0.52482,0.491912,0.392018,0.329678,0.17761,0.0685425,-0.0662083,-0.214134,-0.297263,-0.428702,-0.476802
170,-0.436647,-0.486344,-0.490727,-0.47466,-0.452435,-0.37033,-0.277834,-0.161881,-0.0527463,0.0956975,0.192308,0.30323,0.394506,0.457358,0.496025,0.493577,0.482629,0.39318,0.342075,0.210218,0.0967309,-0.0094239,-0.172176,-0.24138,-0.370607,-0.442045
171,-0.385297,-0.434298,-0.454246,-0.45734,-0.440551,-0.368111,-0.296345,-0.199066,-0.086761,0.0429627,0.141782,0.242946,0.34841,0.395848,0.462842,0.461038,0.461367,0.400192,0.342151,0.245629,0.126038,0.0387245,-0.115943,-0.194655,-0.303695,-0.399063
172,-0.327437,-0.37782,-0.415194,-0.436986,-0.420175,-0.365995,-0.310963,-0.233959,-0.118118,-0.0144878,0.0916129,0.183319,0.293461,0.337321,0.419162,0.428824,0.430721,0.407683,0.336355,0.277519,0.16027,0.0765954,-0.0481211,-0.152558,-0.234697,-0.343768
173,-0.264396,-0.319356,-0.373764,-0.410742,-0.394097,-0.363749,-0.322228,-0.262925,-0.151338,-0.0715613,0.0392476,0.126504,0.228397,0.28459,0.364468,0.395425,0.39627,0.407805,0.332465,0.300497,0.199626,0.108204,0.0227956,-0.107059,-0.169808,-0.276786
174,-0.198071,-0.260808,-0.329674,-0.376315,-0.365929,-0.359798,-0.33078,-0.283914,-0.189412,-0.1239,-0.0167115,0.0719231,0.156361,0.235473,0.302309,0.357432,0.36345,0.394671,0.335193,0.312961,0.240423,0.14073,0.0869303,-0.0513201,-0.111668,-0.203322
175,-0.130521,-0.203195,-0.282193,-0.333187,-0.338409,-0.352355,-0.336609,-0.297634,-0.231909,-0.169879,-0.0755016,0.0167017,0.0835112,0.184482,0.238363,0.311945,0.334476,0.367698,0.343604,0.317748,0.277076,0.180259,0.138179,0.0163057,-0.0583047,-0.130584
176,-0.0635527,-0.146547,-0.230439,-0.283075,-0.312221,-0.340381,-0.338893,-0.307272,-0.27497,-0.210922,-0.134623,-0.0423946,0.0158744,0.126307,0.177423,0.258669,0.307133,0.331979,0.351747,0.320276,0.305163,0.22814,0.177252,0.0911433,-0.00458591,-0.0642015
177,0.00160716,-0.0900364,-0.173916,-0.229378,-0.285882,-0.323883,-0.336579,-0.316806,-0.313187,-0.250096,-0.191315,-0.106673,-0.0438029,0.0590799,0.121081,0.20039,0.276186,0.295485,0.352071,0.325299,0.323803,0.280009,0.210951,0.164513,0.0546433,-0.00555645
178,0.0644694,-0.0323408,-0.113057,-0.175841,-0.25672,-0.303524,-0.329311,-0.328806,-0.342329,-0.289928,-0.24406,-0.174273,-0.0973747,-0.0143848,0.0673795,0.141576,0.236619,0.264681,0.339675,0.334179,0.335988,0.328023,0.248101,0.228204,0.121452,0.0485519
179,0.125252,0.0278106,-0.0494612,-0.125064,-0.222359,-0.279958,-0.318031,-0.342946,-0.361412,-0.330757,-0.293155,-0.240788,-0.150017,-0.0880366,0.0125234,0.0859421,0.186831,0.241038,0.314997,0.344173,0.346682,0.365057,0.29441,0.278641,0.193425,0.103771
180,0.18465,0.0910396,0.0143889,-0.0775978,-0.18194,-0.253413,-0.304743,-0.356102,-0.373,-0.370525,-0.339998,-0.301443,-0.207052,-0.155802,-0.0464741,0.0345,0.12992,0.220409,0.283487,0.350099,0.359797,0.388508,0.349093,0.318482,0.264722,0.164781
181,0.243446,0.156857,0.075899,-0.0320165,-0.136506,-0.223794,-0.29146,-0.364,-0.381631,-0.406013,-0.385615,-0.353578,-0.27067,-0.214705,-0.109798,-0.0147379,0.0722562,0.195597,0.252515,0.34734,0.375813,0.401564,0.40512,0.354791,0.328972,0.232458
182,0.302069,0.223533,0.133296,0.0140875,-0.0884472,-0.191181,-0.27892,-0.363519,-0.391293,-0.434669,-0.429457,-0.397951,-0.3384,-0.26614,-0.174624,-0.0652066,0.020139,0.16065,0.227328,0.334457,0.391414,0.411233,0.452924,0.394839,0.382435,0.303153
183,0.360233,0.288424,0.186272,0.0627357,-0.0404186,-0.15628,-0.265901,-0.354368,-0.403335,-0.45591,-0.469287,-0.438045,-0.40419,-0.314637,-0.236719,-0.119348,-0.0235607,0.114437,0.208313,0.313918,0.401348,0.424239,0.485503,0.441858,0.425693,0.370427
184,0.416802,0.348685,0.235985,0.114494,0.00567099,-0.120427,-0.249654,-0.339189,-0.415928,-0.47117,-0.502308,-0.477739,-0.461481,-0.364909,-0.292794,-0.176783,-0.0608196,0.0614916,0.191088,0.290606,0.401434,0.443101,0.502075,0.49307,0.462985,0.428288
185,0.46997,0.402143,0.284356,0.168185,0.0491246,-0.0850513,-0.227351,-0.322058,-0.42524,-0.482752,-0.526829,-0.518702,-0.506517,-0.418913,-0.342171,-0.234226,-0.09711,0.00965756,0.169273,0.269019,0.390967,0.464604,0.508274,0.541065,0.499573,0.474136
186,0.517708,0.447978,0.332975,0.221435,0.0902718,-0.0509152,-0.197786,-0.30622,-0.427584,-0.492284,-0.543384,-0.559046,-0.540046,-0.474575,-0.386787,-0.287217,-0.138031,-0.0341125,0.138323,0.25082,0.373128,0.481534,0.512813,0.577726,0.538611,0.509837
