0,0
0,0
0.025,0
0.05,0
0.075,0
0.1,0
0.125,0
0.15,0
0.175,0
0.2,0
0.225,0
0.25,4.2197e-09
0.275,9.58239e-08
0.3,1.14072e-06
0.325,9.30136e-06
0.35,5.741e-05
0.375,0.00028228
0.4,0.00114098
0.425,0.00387437
0.45,0.0112271
0.475,0.0280793
0.5,0.061063
0.525,0.115864
0.55,0.191551
0.575,0.273531
0.6,0.329876
0.625,0.317338
0.65,0.200311
0.675,-0.0225642
0.7,-0.299222
0.725,-0.530518
0.75,-0.609786
0.775,-0.481647
0.8,-0.186343
0.825,0.14496
0.85,0.353024
0.875,0.341136
0.9,0.136849
0.925,-0.120904
0.95,-0.268188
0.975,-0.221926
1,-0.0323861
1.025,0.156573
1.05,0.212464
1.075,0.108127
1.1,-0.0646017
1.125,-0.170304
1.15,-0.134923
1.175,0.00146375
1.2,0.123287
1.225,0.135443
1.25,0.0376346
1.275,-0.081754
1.3,-0.123423
1.325,-0.0593019
1.35,0.0490326
1.375,0.107674
1.4,0.0713931
1.425,-0.0213273
1.45,-0.0865097
1.475,-0.0695542
1.5,0.00952985
1.525,0.0779497
1.55,0.0764184
1.575,0.0097656
1.6,-0.0614438
1.625,-0.0775322
1.65,-0.0318595
1.675,0.027445
1.7,0.0447992
1.725,0.00833949
1.75,-0.0415001
1.775,-0.0518317
1.8,-0.00730086
1.825,0.0557189
1.85,0.0824506
1.875,0.0488827
1.9,-0.0178706
1.925,-0.0648523
1.95,-0.0594371
1.975,-0.0145156
2,0.0277246
2.025,0.0354274
2.05,0.0126479
2.075,-0.01058
2.1,-0.0107043
2.125,0.00716502
2.15,0.0177868
2.175,0.0044232
2.2,-0.0222258
2.225,-0.0340037
2.25,-0.014235
2.275,0.0233678
2.3,0.0453315
2.325,0.0294328
2.35,-0.013197
2.375,-0.0464102
2.4,-0.0409783
2.425,-0.00105315
2.45,0.0391535
2.475,0.0455344
2.5,0.0138137
2.525,-0.0276212
2.55,-0.0435205
2.575,-0.0224021
2.6,0.0150807
2.625,0.0361051
2.65,0.0247327
2.675,-0.00594002
2.7,-0.0277827
2.725,-0.0233079
2.75,0.000476211
2.775,0.0209551
2.8,0.0213166
2.825,0.00426235
2.85,-0.0131172
2.875,-0.0163588
2.9,-0.00579132
2.925,0.00636746
2.95,0.00913889
2.975,0.00255581
3,-0.00450747
3.025,-0.00457993
3.05,0.00117869
3.075,0.00548656
3.1,0.00342642
3.125,-0.00247621
3.15,-0.00556902
3.175,-0.00261933
3.2,0.00276141
3.225,0.00435291
3.25,0.000392444
3.275,-0.00434661
3.3,-0.00383372
3.325,0.00223963
3.35,0.00748938
3.375,0.00536354
3.4,-0.00344115
