TimeStep,Vn[1],Vn[2],Vn[3],Vn[4],Vn[5],Vn[6],Vn[7],Vn[8],Vn[9],Vn[10],Vn[11]
336,0.000635541,5.05767e-06,-0.000596037,0.00102606,-0.00121205,0.00111243,-0.000733726,0.000128564,0.000614003,-0.00138166,0.00205093
337,0.000320299,-0.000920163,0.00144022,-0.00186709,0.0021884,-0.00238906,0.00244942,-0.00234659,0.00205934,-0.00157464,0.000892594
338,-0.000299932,-0.000945174,0.00205955,-0.00291955,0.00343061,-0.00353656,0.00322395,-0.00252125,0.00149471,-0.000242314,-0.00111325
339,-0.000622553,-5.76936e-05,0.000682924,-0.00113969,0.00134349,-0.00125215,0.000872047,-0.000255627,-0.000508175,0.00130653,-0.00201501
340,-0.000340123,0.000873726,-0.00133451,0.00171662,-0.00201333,0.00221222,-0.00229282,0.00222878,-0.00199424,0.00157132,-0.000955413
341,0.000266801,0.000949625,-0.0020371,0.00287765,-0.00338128,0.00349395,-0.00320103,0.00252703,-0.00153317,0.000313028,0.00101435
342,0.000608213,0.000108138,-0.000764321,0.00124527,-0.00146569,0.00138312,-0.00100348,0.000378216,0.000404509,-0.00123148,0.00197686
343,0.000358175,-0.000826446,0.00122897,-0.00156725,0.00183985,-0.00203656,0.00213615,-0.00210945,0.00192661,-0.0015649,0.00101437
344,-0.000234135,-0.00095102,0.00200935,-0.00282894,0.0033245,-0.00344396,0.00317119,-0.0025267,0.00156682,-0.000380629,-0.000916929
345,-0.000592578,-0.00015628,0.000840067,-0.0013427,0.00157868,-0.00150546,0.00112798,-0.000496093,-0.000303209,0.00115643,-0.00193631
346,-0.000374429,0.000778472,-0.001124,0.00141958,-0.00166852,0.00186244,-0.00197961,0.00198875,-0.00185655,0.0015554,-0.00106953
347,0.000202021,0.000949382,-0.00197655,0.00277394,-0.00326095,0.00338709,-0.0031346,0.00252018,-0.00159558,0.000445142,0.000820789
348,0.000575702,0.00020197,-0.000909994,0.00143196,-0.00168266,0.0016193,-0.00124547,0.000608971,0.000204508,-0.00108138,0.00189318
349,0.000388836,-0.00073,0.00102004,-0.00127417,0.00149979,-0.00169017,0.00182346,-0.00186696,0.00178424,-0.00154279,0.00112082
350,-0.000170582,-0.000944752,0.00193901,-0.00271325,0.00319125,-0.00332374,0.00309138,-0.00250749,0.00161942,-0.000506541,-0.000725886
351,-0.000557667,-0.000245021,0.000973974,-0.00151315,0.00177784,-0.00172479,0.0013558,-0.00071657,-0.000108623,0.00100636,-0.00184735
352,-0.000401344,0.000681297,-0.00091759,0.00113149,-0.00133397,0.00151997,-0.00166802,0.00174443,-0.0017099,0.00152709,-0.00116814
353,0.000139977,0.000937233,-0.00189716,0.00264749,-0.00311594,0.00325424,-0.00304173,0.00248873,-0.00163835,0.000564764,0.000632285
354,0.000538605,0.000285256,-0.00103198,0.00158647,-0.0018645,0.00182198,-0.00145883,0.000818648,1.5748e-05,-0.000931464,0.00179881
355,0.000411931,-0.000632692,0.000817131,-0.000991902,0.0011713,-0.0013521,0.00151364,-0.00162153,0.00163377,-0.00150832,0.00121135
356,-0.000110381,-0.000927029,0.00185152,-0.00257721,0.00303545,-0.0031789,0.00298588,-0.00246409,0.00165245,-0.000619735,-0.000540119
357,-0.000518705,-0.000322565,0.00108409,-0.00165217,0.00194284,-0.00191092,0.00155443,-0.000915022,7.39421e-05,0.000856799,-0.00174758
358,-0.000420635,0.000584529,-0.000719068,0.000855685,-0.00101196,0.00118684,-0.00136072,0.00149865,-0.00155609,0.00148652,-0.00125036
359,8.19469e-05,0.000914432,-0.00180264,0.00250295,-0.00295015,0.00309802,-0.00292413,0.00243379,-0.00166178,0.000671377,0.00044956
360,0.00049819,0.000356946,-0.00113055,0.00171054,-0.00201302,0.00199161,-0.00164253,0.00100556,-0.000160291,-0.000782515,0.00169375
361,0.000427568,-0.000537104,0.000623685,-0.000723035,0.000856151,-0.00102449,0.00120963,-0.00137615,0.00147711,-0.00146179,0.00128508
362,-5.47681e-05,-0.000899788,0.00175105,-0.00242513,0.00286037,-0.0030119,0.00285681,-0.00239811,0.00166647,-0.000719617,-0.000360804
363,-0.000477278,-0.000388509,0.00117165,-0.00176181,0.00207514,-0.00206406,0.00172309,-0.00109019,0.000243161,0.000708776,-0.00163746
364,-0.000432894,0.000490618,-0.000531145,0.00059412,-0.00070412,0.000865362,-0.00106074,0.00125439,-0.00139708,0.00143421,-0.00131545
365,2.8862e-05,0.000883427,-0.00169719,0.00234417,-0.00276645,0.00292089,-0.00278427,0.00235732,-0.00166663,0.0007644,0.000274053
366,0.000456144,0.000417441,-0.00120773,0.00180622,-0.00212929,0.00212829,-0.00179611,0.00116886,-0.000322441,-0.00063575,0.0015789
367,0.000436793,-0.000445162,0.0004415,-0.00046909,0.000556141,-0.0007098,0.000914395,-0.00113366,0.00131625,-0.00140391,0.00134147
368,-4.1848e-06,-0.000865612,0.00164142,-0.00226045,0.00266878,-0.00282536,0.00270684,-0.00231169,0.00166242,-0.000805688,-0.000189508
369,-0.000434898,-0.000443946,0.00123912,-0.00184403,0.00217558,-0.00218434,0.0018616,-0.00124156,0.000398039,0.000563608,-0.00151825
370,-0.000439422,0.000400748,-0.00035474,0.000348075,-0.000412502,0.000558152,-0.000770916,0.00101426,-0.00123485,0.00137105,-0.00136315
371,-1.93372e-05,0.000846527,-0.00158402,0.00217433,-0.00256778,0.00272571,-0.00262487,0.00226151,-0.00165399,0.000843465,0.000107352
372,0.000413595,0.000468203,-0.00126608,0.00187548,-0.00221416,0.00223225,-0.00191958,0.00130829,-0.000469891,-0.000492511,0.00145574
373,0.000440899,-0.000357343,0.000270826,-0.000231178,0.000273477,-0.000410769,0.000630628,-0.000896445,0.0011531,-0.00133577,0.00138054
374,4.17776e-05,-0.000826287,0.00152519,-0.00208617,0.00246388,-0.00262238,0.00253872,-0.00220702,0.00164148,-0.000877732,-2.7747e-05
375,-0.000392255,-0.000490346,0.00128884,-0.00190081,0.00224521,-0.00227214,0.0019701,-0.00136904,0.00053794,0.000422604,-0.0013916
376,-0.0004413,0.000314914,-0.000189715,0.000118472,-0.000139302,0.000267989,-0.00049386,0.000780477,-0.00107118,0.00129822,-0.00139373
377,-6.3193e-05,0.000804963,-0.00146506,0.00199626,-0.00235755,0.00251584,-0.00244878,0.00214849,-0.00162504,0.000908503,-4.91761e-05
378,0.000370885,0.000510466,-0.00130758,0.00192026,-0.002269,0.00230418,-0.00201322,0.00142381,-0.000602126,-0.000354022,0.00132603
379,0.000440676,-0.000273437,0.000111382,-1.00086e-05,1.01626e-05,-0.000130116,0.00036094,-0.000666619,0.000989295,-0.00125856,0.00140281
380,8.36194e-05,-0.000782607,0.00140379,-0.00190489,0.00224921,-0.00240658,0.00235545,-0.00208618,0.00160477,-0.00093579,0.000123312
381,-0.000349494,-0.000528622,0.00132243,-0.00193408,0.00228579,-0.00232859,0.00204904,-0.00147259,0.000662374,0.000286896,-0.00125924
382,-0.000439058,0.000232908,-3.58233e-05,-9.41703e-05,0.000113802,-2.59816e-06,-0.000232179,0.000555147,-0.000907636,0.00121692,-0.00140787
383,-0.000103075,0.000759263,-0.00134148,0.00181232,-0.00213928,0.0022951,-0.00225918,0.00202036,-0.00158081,0.000959603,-0.000194566
384,0.000328094,0.000544849,-0.0013335,0.00194245,-0.00229586,0.00234564,-0.00207772,0.00151539,-0.000718593,-0.000221357,0.00119139
385,0.000436471,-0.000193341,-3.69437e-05,0.000194027,-0.000232495,0.000129959,0.000107852,-0.000446349,0.000826432,-0.00117344,0.00140899
386,0.000121565,-0.000734978,0.00127825,-0.00171877,0.00202812,-0.00218186,0.0021604,-0.00195134,0.00155329,-0.000979948,0.000262838
387,-0.000306706,-0.000559171,0.00134089,-0.0019456,0.00229951,-0.00235562,0.00209945,-0.00155224,0.000770685,0.00015755,-0.00112265
388,-0.000432939,0.000154766,0.000106884,-0.00028952,0.000345847,-0.000251829,1.18069e-05,0.000340514,-0.000745938,0.00112828,-0.00140621
389,-0.000139087,0.000709806,-0.00121425,0.0016245,-0.00191608,0.00206729,-0.00205957,0.00187948,-0.00152239,0.000996834,-0.000328005
390,0.00028536,0.00057161,-0.00134468,0.00194369,-0.00229702,0.00235885,-0.00211447,0.00158322,-0.000818573,-9.56298e-05,0.00105322
391,0.000428485,-0.000117222,-0.000173948,0.000380606,-0.000453814,0.000368118,-0.000126614,-0.000237916,0.000666429,-0.00108162,0.00139961
392,0.000155631,-0.000683809,0.0011496,-0.00152972,0.00180348,-0.00195178,0.00195709,-0.00180514,0.00148833,-0.00101029,0.000389925
393,-0.000264089,-0.000582182,0.00134497,-0.00193691,0.00228866,-0.00235565,0.00212303,-0.00160843,0.000862216,3.57532e-05,-0.000983305
394,-0.000423135,8.07571e-05,0.000238082,-0.000467243,0.000556365,-0.000478769,0.000236425,0.000138801,-0.000588179,0.00103364,-0.00138926
395,-0.000171189,0.000657054,-0.00108447,0.00143466,-0.00169061,0.00183569,-0.00185338,0.00172869,-0.00145137,0.00102035,-0.000448448
396,0.000242933,0.000590909,-0.00134186,0.00192546,-0.00227469,0.00234631,-0.0021254,0.00162805,-0.00090162,2.19287e-05,0.000913162
397,0.000416921,-4.54231e-05,-0.000299228,0.000549394,-0.000653487,0.000583749,-0.000341129,-4.33725e-05,0.000511438,-0.000984573,0.00137528
398,0.000185749,-0.00062962,0.00101901,-0.00133955,0.00157775,-0.00171934,0.0017488,-0.00165053,0.00141179,-0.00102711,0.000503438
399,-0.000221936,-0.000597817,0.00133545,-0.00190953,0.00225539,-0.00233112,0.00212186,-0.00164228,0.000936838,-7.72813e-05,-0.000843066
400,-0.000409876,1.12746e-05,0.000357333,-0.000627032,0.000745171,-0.00068303,0.000440642,-4.82096e-05,-0.000436423,0.000934629,-0.00135784
401,-0.000199301,0.000601593,-0.000953394,0.00124461,-0.00146515,0.00160303,-0.00164371,0.00157102,-0.00136987,0.00103066,-0.000554792
402,0.000201146,0.000602941,-0.00132587,0.00188931,-0.00223098,0.00231036,-0.00211269,0.00165134,-0.00096796,0.000130193,0.000773301
403,0.000402044,2.16364e-05,-0.000412356,0.000700138,-0.00083141,0.000776593,-0.000534905,0.000135832,0.000363312,-0.000884033,0.00133714
404,0.00021184,-0.000573065,0.000887784,-0.00115004,0.00135305,-0.00148705,0.00153844,-0.00149049,0.00132588,-0.00103113,0.000602449
405,-0.000180612,-0.000606327,0.00131326,-0.00186499,0.00220171,-0.0022843,0.00209818,-0.00165549,0.000995099,-0.00018058,-0.000704136
406,-0.00039347,-5.32653e-05,0.00046427,-0.000768702,0.000912197,-0.000864419,0.000623884,-0.000219423,-0.000292246,0.000833001,-0.00131341
407,-0.000223368,0.000544129,-0.000822342,0.00105605,-0.0012417,0.00137169,-0.00143332,0.00140927,-0.00128007,0.00102867,-0.000646392
408,0.000160381,0.000608032,-0.00129774,0.00183677,-0.00216781,0.0022532,-0.00207862,0.00165497,-0.00101838,0.000228381,0.000635818
409,0.000384206,8.35793e-05,-0.000513064,0.000832719,-0.000987522,0.000946501,-0.000707572,0.000298944,0.000223339,-0.000781735,0.00128691
410,0.000233893,-0.000514877,0.000757217,-0.00096284,0.00113133,-0.00125722,0.00132862,-0.00132761,0.00123269,-0.00102342,0.000686645
411,-0.000140492,-0.000608118,0.00127946,-0.00180484,0.0021295,-0.00221734,0.0020543,-0.00165004,0.00103794,-0.000273564,-0.000568563
412,-0.000374305,-0.000112557,0.000558733,-0.000892184,0.00105738,-0.00102284,0.00078598,-0.000374381,-0.000156681,0.000730421,-0.00125787
413,-0.000243431,0.000485389,-0.000692546,0.000870595,-0.00102219,0.00114392,-0.00122463,0.00124579,-0.00118395,0.00101556,-0.000723261
414,0.000120979,0.000606646,-0.00125856,0.00176939,-0.00208704,0.00217701,-0.0020255,0.00164092,-0.00105391,0.000316112,0.000502554
415,0.000363812,0.000140186,-0.000601279,0.000947093,-0.00112176,0.00109346,-0.00085914,0.000445735,9.23438e-05,-0.000679229,0.00122654
416,0.000251999,-0.000455734,0.000628458,-0.000779512,0.000914531,-0.00103204,0.00112159,-0.00116402,0.00113405,-0.00100523,0.000756316
417,-0.000101867,-0.000603672,0.00123515,-0.00173061,0.00204067,-0.00213249,0.00199252,-0.00162785,0.00106642,-0.00035603,-0.000437943
418,-0.00035277,-0.000166453,0.000640702,-0.000997452,0.0011807,-0.0011584,0.000927096,-0.00051302,-3.03864e-05,0.00062831,-0.00119316
419,-0.000259611,0.000425976,-0.000565078,0.000689786,-0.000808586,0.000921839,-0.00101973,0.0010825,-0.00108318,0.000992608,-0.000785903
420,8.31823e-05,0.000599245,-0.00120938,0.00168872,-0.00199067,0.00208408,-0.00195561,0.00161104,-0.00107561,0.000393331,0.000374858
421,0.000341213,0.000191342,-0.000676999,0.00104327,-0.00123422,0.00121772,-0.0009899,0.000576253,-2.91423e-05,-0.0005778,0.00115793
422,0.000266278,-0.000396178,0.000502533,-0.000601609,0.000704585,-0.00081354,0.000919248,-0.00100142,0.00103151,-0.000977832,0.000812119
423,-6.49501e-05,-0.000593406,0.00118135,-0.00164391,0.00193731,-0.00203207,0.00191503,-0.00159069,0.0010816,-0.000428042,-0.000313401
424,-0.000329178,-0.000214831,0.000710166,-0.00108459,0.00128239,-0.00127147,0.00104761,-0.000635458,8.62013e-05,0.000527819,-0.00112107
425,-0.000272004,0.000366407,-0.000440957,0.000515167,-0.000602742,0.000707356,-0.000820347,0.000920954,-0.000979204,0.000961053,-0.000835069
426,4.72013e-05,0.000586201,-0.00115121,0.00159641,-0.00188087,0.00197674,-0.00187106,0.001567,-0.00108451,0.000460193,0.000253658
427,0.000316701,0.000236892,-0.000740203,0.00112143,-0.00132528,0.00131977,-0.0011003,0.000690657,-0.000140756,-0.000478476,0.00108274
428,0.000276797,-0.000336738,0.000380486,-0.000430636,0.000503252,-0.000603483,0.000723209,-0.00084128,0.000926417,-0.00094241,0.000854857
429,-2.99704e-05,-0.000577678,0.00111909,-0.00154645,0.00182163,-0.00191838,0.00182392,-0.00154017,0.00108446,-0.00048982,-0.0001957
430,-0.000303824,-0.0002575,0.000767114,-0.00115386,0.00136299,-0.00136269,0.00114804,-0.00074188,0.000192774,0.000429869,-0.00104313
431,-0.000280662,0.00030725,-0.000321258,0.000348184,-0.00040629,0.000502094,-0.000628005,0.000762555,-0.000873301,0.000922035,-0.000871585
432,1.32941e-05,0.000567896,-0.00108514,0.00149425,-0.00175985,0.00185726,-0.00177389,0.00151039,-0.00108158,0.000516961,0.000139589
433,0.000290595,0.000276631,-0.000790919,0.00118194,-0.00139561,0.00140036,-0.00119091,0.000789157,-0.000242229,-0.00038209,0.00100239
434,0.000283613,-0.00027803,0.000263408,-0.000267967,0.000312014,-0.000403349,0.000534895,-0.000684936,0.00082,-0.000900056,0.000885352
435,2.79158e-06,-0.000556921,0.00104953,-0.00144004,0.0016958,-0.00179366,0.00172119,-0.00147784,0.00107598,-0.000541656,-8.53783e-05
436,-0.000277065,-0.000294271,0.000811649,-0.00120576,0.00142326,-0.00143289,0.00122901,-0.000832527,0.000289099,0.000335223,-0.00096067
437,-0.000285668,0.000249161,-0.000207065,0.000190129,-0.000220568,0.00030739,-0.000444025,0.000608573,-0.000766659,0.000876598,-0.000896252
438,-1.82534e-05,0.000544829,-0.00101242,0.00138404,-0.00162974,0.00172783,-0.00166606,0.00144272,-0.0010678,0.000563946,3.31189e-05
439,0.000263288,0.000310413,-0.000829352,0.0012254,-0.00144607,0.0014604,-0.00126242,0.000872038,-0.000333368,-0.000289348,0.000918113
440,0.000286851,-0.000220725,0.000152347,-0.000114804,0.000132084,-0.000214346,0.00035553,-0.000533607,0.000713415,-0.000851782,0.000904379
441,3.30627e-05,-0.000531702,0.000973991,-0.00132649,0.00156191,-0.00166002,0.00160873,-0.00140521,0.00105714,-0.000583876,1.71421e-05
442,-0.000249319,-0.000325064,0.000844091,-0.00124096,0.00146415,-0.00148302,0.00129126,-0.000907743,0.000375028,0.000244539,-0.000874858
443,-0.000287192,0.000192799,-9.93622e-05,4.21086e-05,-4.6682e-05,0.000124337,-0.000269533,0.00046017,-0.000660402,0.000825727,-0.000909826
444,-4.71963e-05,0.000517624,-0.000934407,0.00126762,-0.00149256,0.00159047,-0.00154943,0.00136551,-0.00104416,0.000601495,-6.53618e-05
445,0.000235214,0.000338236,-0.000855939,0.00125257,-0.00147763,0.00150088,-0.00131562,0.000939704,-0.000414082,-0.000200865,0.000831043
446,0.000286725,-0.000165451,4.82012e-05,2.7851e-05,-3.55297e-05,-3.74734e-05,0.00018615,-0.000388384,0.000607745,-0.000798552,0.000912692
447,6.06366e-05,-0.000502681,0.00089384,-0.00120763,0.00142193,-0.00151943,0.00148838,-0.00132381,0.00102896,-0.000616853,0.000111503
448,-0.000221022,-0.000349951,0.000864982,-0.00126035,0.00148667,-0.00151409,0.00133561,-0.000967989,0.000450537,0.000158388,-0.000786801
449,-0.000285487,0.000138744,1.05705e-06,-9.49853e-05,0.000114453,-4.61425e-05,-0.000105486,0.000318359,-0.000555559,0.00077037,-0.000913076
450,-7.33713e-05,0.00048696,-0.000852457,0.00114675,-0.00135027,0.00144712,-0.00142578,0.00128027,-0.00101169,0.000630008,-0.000155536
451,0.000206794,0.000360239,-0.000871314,0.00126443,-0.00149139,0.00152281,-0.00135134,0.000992671,-0.000484412,-0.000117165,0.000742263
452,0.000283517,-0.000112731,-4.83479e-05,0.000159219,-0.000190001,0.000126415,2.76411e-05,-0.000250198,0.000503951,-0.000741293,0.000911081
453,8.53926e-05,-0.000470544,0.000810414,-0.00108519,0.00127779,-0.00137378,0.00136186,-0.00123507,0.000992466,-0.000641017,0.00019744
454,-0.000192576,-0.000369133,0.000875036,-0.00126495,0.00149195,-0.00152717,0.00136293,-0.00101383,0.000515726,7.72446e-05,-0.00069755
455,-0.000280854,8.74598e-05,9.36193e-05,-0.00022049,0.000262099,-0.000203258,4.72926e-05,0.000183996,-0.000453022,0.000711428,-0.000906812
456,-9.66973e-05,0.000453514,-0.000767865,0.00102314,-0.00120474,0.00129963,-0.00129681,0.00118839,-0.000971404,0.000649939,-0.0002372
457,0.000178408,0.000376671,-0.000876252,0.00126206,-0.00148851,0.00152732,-0.0013705,0.00103153,-0.000544502,-3.86709e-05,0.000652777
458,0.000277539,-6.29688e-05,-0.000136831,0.000278749,-0.000330684,0.000276595,-0.000119231,-0.000119841,0.000402867,-0.000680876,0.000900371
459,0.000107285,-0.000435947,0.00072495,-0.000960811,0.00113132,-0.00122491,0.00123085,-0.00114038,0.000948622,-0.000656834,0.00027481
460,-0.000164331,-0.000382892,0.000875067,-0.0012559,0.00148124,-0.00152341,0.00137418,-0.00104587,0.000570762,1.4835e-06,-0.000608052
461,-0.000273612,3.92921e-05,0.000177952,-0.000333961,0.000395704,-0.000346361,0.000188099,5.78157e-05,-0.000353575,0.000649737,-0.000891859
462,-0.00011716,0.000417916,-0.000681805,0.000898371,-0.00105776,0.00114982,-0.00116417,0.00109122,-0.000924237,0.000661763,-0.000310266
463,0.000150378,0.00038784,-0.000871589,0.00124663,-0.00147029,0.00151561,-0.00137408,0.00105692,-0.000594534,3.42816e-05,0.000563477
464,0.000269109,-1.64579e-05,-0.000216961,0.000386097,-0.000457123,0.000412504,-0.000253829,2.00013e-06,0.000305236,-0.000618104,0.000881375
465,0.000126326,-0.00039949,0.000638557,-0.000836001,0.000984261,-0.0010746,0.00109697,-0.00104107,0.000898362,-0.000664785,0.000343567
466,-0.000136582,-0.000391557,0.000865924,-0.00123439,0.00145586,-0.00150409,0.00137036,-0.00106477,0.000615844,-6.85914e-05,-0.000519148
467,-0.000264069,-5.50948e-06,0.000253841,-0.000435143,0.000514915,-0.000474983,0.000316364,-5.95327e-05,-0.000257936,0.000586072,-0.000869013
