TimeStep,Vn[1],Vn[2],Vn[3],Vn[4],Vn[5],Vn[6],Vn[7],Vn[8],Vn[9],Vn[10],Vn[11]
148,0.00210738,-0.00140457,0.00181482,-0.00356403,0.00642733,-0.00909473,0.00991735,-0.00866586,0.00671932,-0.00494359,0.00237195
149,0.000351403,-0.00355773,0.00708628,-0.0102934,0.0123791,-0.0130533,0.0119643,-0.00896851,0.00482311,-0.000296574,-0.00452436
150,-0.00160316,-0.00207259,0.0053518,-0.00700978,0.00630457,-0.00439943,0.00252363,-0.000590056,-0.00180093,0.00457342,-0.00700801
151,-0.00183788,0.00138599,-0.00132916,0.00269285,-0.00577451,0.00866124,-0.00942622,0.0082641,-0.00652866,0.00495447,-0.00287306
152,-0.000225942,0.00335983,-0.00632584,0.00927314,-0.0121278,0.0135911,-0.0124316,0.00899749,-0.00468742,0.00050785,0.00379733
153,0.00156694,0.0020158,-0.00500135,0.00660345,-0.00670114,0.00558556,-0.00357407,0.000952368,0.00187386,-0.00441521,0.00659952
154,0.00179137,-0.00119473,0.000978623,-0.00229359,0.00512335,-0.00778157,0.008705,-0.00799399,0.00663251,-0.00501232,0.00296028
155,0.000298321,-0.00311539,0.00559721,-0.00851834,0.0118674,-0.0138008,0.0126877,-0.00910898,0.00482332,-0.000705076,-0.00345218
156,-0.00140854,-0.00200448,0.00450875,-0.00611778,0.00709792,-0.00678091,0.00459908,-0.00129172,-0.00185104,0.00429749,-0.0063536
157,-0.00170651,0.000883726,-0.000864645,0.00224334,-0.00444516,0.00655372,-0.00780723,0.0078584,-0.00684844,0.00510015,-0.00296234
158,-0.000411392,0.00268728,-0.00502395,0.00815534,-0.0115664,0.0135484,-0.0127069,0.00941541,-0.00518198,0.000900045,0.00332975
159,0.00113795,0.00178836,-0.00396062,0.00584208,-0.00747851,0.00770053,-0.00551216,0.0017925,0.00165433,-0.00421314,0.00630963
160,0.00146315,-0.00071041,0.000990624,-0.002252,0.00373429,-0.00524525,0.00681191,-0.00769112,0.00705832,-0.00522877,0.00303482
161,0.000376372,-0.00224053,0.00470596,-0.00803886,0.0112056,-0.0129319,0.0124959,-0.00986162,0.00570317,-0.00110673,-0.00328018
162,-0.00093208,-0.00137981,0.00349846,-0.00582838,0.00783148,-0.00822714,0.00623362,-0.00255154,-0.00124565,0.00417443,-0.00640345
163,-0.00115594,0.00081242,-0.00126031,0.00212877,-0.00297229,0.00410741,-0.00584017,0.00728131,-0.00716592,0.0054561,-0.00319669
164,-0.000171761,0.00199437,-0.00465363,0.00796339,-0.0107309,0.0121851,-0.0121467,0.010222,-0.00631888,0.00141906,0.00326754
165,0.000911306,0.000972791,-0.0032307,0.00597018,-0.00808689,0.00845091,-0.00677809,0.00343526,0.000597859,-0.00409034,0.00665279
166,0.000942048,-0.00111503,0.00154333,-0.00183751,0.00220582,-0.00322502,0.0049511,-0.00661414,0.0070519,-0.00574191,0.00353806
167,-8.64925e-05,-0.002024,0.00480755,-0.00778916,0.01013,-0.0114992,0.011745,-0.0103557,0.00689098,-0.00187504,-0.00317842
168,-0.00105524,-0.000740697,0.00321471,-0.00611185,0.00816707,-0.00855507,0.00720259,-0.00426046,0.000226875,0.0038575,-0.00700437
169,-0.000897971,0.00145282,-0.00169862,0.00146683,-0.00154611,0.00250903,-0.00414495,0.0058224,-0.0066514,0.00596691,-0.00412408
170,0.000277424,0.00227078,-0.00503273,0.00750091,-0.00949227,0.0108958,-0.0113372,0.010295,-0.00725665,0.00239899,0.00284161
171,0.0012741,0.000764522,-0.00340755,0.00615329,-0.0080931,0.00862738,-0.00756308,0.00497161,-0.00106008,-0.00347218,0.0072641
172,0.00101931,-0.00165736,0.00165085,-0.00114615,0.00104779,-0.00186882,0.00339228,-0.00499335,0.00604138,-0.00605626,0.00484428
173,-0.000319023,-0.00258302,0.00518296,-0.00719785,0.00891104,-0.0103206,0.010936,-0.0101032,0.00735976,-0.00289079,-0.0022192
174,-0.00145102,-0.00100118,0.00367836,-0.00612712,0.00793916,-0.00865032,0.00790571,-0.00558755,0.00174975,0.00300521,-0.00726398
175,-0.0012261,0.00163808,-0.00144749,0.000911542,-0.000696657,0.00130633,-0.00263687,0.00413576,-0.00538072,0.00602005,-0.00549257
176,0.000205987,0.0027899,-0.00521219,0.0069584,-0.00842968,0.00977643,-0.0105005,0.0097868,-0.00728188,0.00330654,0.00144468
177,0.00149794,0.00129522,-0.00393372,0.00611559,-0.00776416,0.00862578,-0.00822306,0.00609884,-0.00226876,-0.00251954,0.00700044
178,0.00139658,-0.00145601,0.00116431,-0.000709483,0.000468788,-0.000834569,0.00184706,-0.00326149,0.00477356,-0.00590293,0.00594429
179,-2.97123e-05,-0.00283901,0.00513882,-0.00677154,0.00808133,-0.00929867,0.00996963,-0.00933592,0.007138,-0.00365539,-0.000683415
180,-0.00143436,-0.00152524,0.00414127,-0.00614279,0.00763565,-0.0086007,0.00844874,-0.00646548,0.00268561,0.00203349,-0.00658788
181,-0.0014798,0.00122789,-0.000843912,0.000501581,-0.000313726,0.000418723,-0.00106307,0.00242128,-0.00421758,0.00573006,-0.0062135
182,-0.000125956,0.00278614,-0.00497478,0.00660576,-0.00787616,0.00888458,-0.00933334,0.00877724,-0.00697415,0.00395382,7.86155e-06
183,0.00133009,0.00167614,-0.00427028,0.00619432,-0.00762793,0.00860578,-0.00852148,0.00666771,-0.00306087,-0.00154089,0.00612842
184,0.00150312,-0.00100698,0.000536974,-0.00028883,0.000134288,-1.32726e-05,0.000369483,-0.00167126,0.00366454,-0.00549828,0.00637413
185,0.000248069,-0.00267658,0.00475179,-0.00645975,0.00775384,-0.00849974,0.00865457,-0.0081661,0.0067653,-0.00419685,0.00060174
186,-0.00121426,-0.00175793,0.00430662,-0.00627439,0.0077566,-0.00863424,0.00844592,-0.00672292,0.00339267,0.00104476,-0.00564582
187,-0.00148609,0.000812775,-0.000299932,6.3973e-05,0.000153901,-0.000400986,0.000175013,0.00104137,-0.00309583,0.0052007,-0.00646557
188,-0.00033666,0.00253059,-0.00453733,0.00633384,-0.00761,0.00811499,-0.0080233,0.00755477,-0.00647591,0.00436595,-0.00117893
189,0.00109696,0.00176461,-0.00428996,0.00639995,-0.00795669,0.00866514,-0.00829252,0.00666598,-0.00363785,-0.000565493,0.00511793
190,0.00143079,-0.000681924,0.000143531,0.000204425,-0.000558766,0.000820421,-0.000582705,-0.000538389,0.00254426,-0.00484417,0.00647413
191,0.000374432,-0.00239392,0.00438588,-0.00619712,0.00737475,-0.00771988,0.00748898,-0.00698318,0.0061086,-0.00444616,0.00171911
192,-0.00100974,-0.00171887,0.00428754,-0.00655995,0.00814165,-0.00868431,0.0081404,-0.00653699,0.0037613,0.000131856,-0.00453353
193,-0.00136431,0.000635058,-2.42857e-05,-0.000535506,0.00102665,-0.00123607,0.000916308,0.000153126,-0.00206793,0.00445088,-0.00636927
194,-0.000364625,0.00232431,-0.00429908,0.00600728,-0.00704456,0.00731594,-0.00703668,0.00647877,-0.00571219,0.00443517,-0.00218302
195,0.000979842,0.00168548,-0.00434143,0.00671052,-0.00826269,0.00868967,-0.00802265,0.00637781,-0.00377187,0.000228071,0.00391691
196,0.00133266,-0.000636484,-0.000114069,0.000907468,-0.00149942,0.00164723,-0.00123042,0.000139319,0.00170585,-0.0040568,0.00613911
197,0.000348089,-0.00233556,0.00423807,-0.00575269,0.00665223,-0.00690128,0.00662366,-0.00604998,0.00535128,-0.00435204,0.00252262
198,-0.000993736,-0.00172032,0.00444912,-0.00681393,0.00831427,-0.00868019,0.00792809,-0.00622055,0.00372056,-0.000502776,-0.0033257
199,-0.00135703,0.000618932,0.00030204,-0.00127735,0.00194565,-0.00205841,0.00154329,-0.000368684,-0.00145127,0.00369659,-0.00581312
200,-0.000369047,0.00238497,-0.00416066,0.00545982,-0.00622974,0.00646481,-0.00621992,0.00569053,-0.00506549,0.00423156,-0.00271655
201,0.00100796,0.00182609,-0.00458184,0.00686948,-0.0083091,0.00864321,-0.00783434,0.00608312,-0.00366644,0.000705246,0.00282189
202,0.00141703,-0.000539299,-0.000538198,0.00162167,-0.00235574,0.00246414,-0.00185001,0.000558963,0.00126292,-0.00338483,0.00545586
203,0.000438864,-0.00241533,0.00404513,-0.00516046,0.00579695,-0.00599843,0.00581511,-0.00539145,0.00485435,-0.0041028,0.00279149
204,-0.000988234,-0.0019627,0.00471195,-0.00690184,0.00826143,-0.00855878,0.0077252,-0.00597878,0.00364505,-0.000857903,-0.00243189
205,-0.00147547,0.000402209,0.000806654,-0.00194896,0.00273005,-0.00284307,0.0021383,-0.000734151,-0.00109595,0.00311923,-0.00512716
206,-0.000536629,0.00239881,-0.00388865,0.00486258,-0.00536436,0.00551125,-0.00541205,0.00513814,-0.0046927,0.00398097,-0.00280081
207,0.000931091,0.00208969,-0.00482429,0.00692958,-0.00818314,0.00841585,-0.00759403,0.00591517,-0.00366333,0.000978847,0.00214098
208,0.00151039,-0.00023758,-0.00109296,0.00227993,-0.00307399,0.00316823,-0.00239624,0.000920274,0.000921217,-0.00289328,0.00485444
209,0.000636405,-0.0023417,0.00369543,-0.00455143,0.00493419,-0.00503107,0.00502179,-0.00490351,0.0045519,-0.00387486,0.00278955
210,-0.000852647,-0.00219201,0.00491283,-0.00694966,0.00807966,-0.00822583,0.00744529,-0.00588212,0.00371204,-0.00108364,-0.00191925
211,-0.00152233,6.87289e-05,0.00138839,-0.00262494,0.00339142,-0.00342644,0.00261915,-0.00113034,-0.000725282,0.00269759,-0.00464064
212,-0.0007268,0.00226162,-0.00346929,0.0042072,-0.00450537,0.00458881,-0.00465576,0.00466008,-0.00440815,0.00378855,-0.00278579
213,0.00076741,0.00227468,-0.00497512,0.00694208,-0.00795048,0.00801938,-0.00729056,0.00585449,-0.00377478,0.00118675,0.00173795
214,0.00152104,9.84684e-05,-0.00168921,0.00297451,-0.00367998,0.00362999,-0.00281162,0.00135531,0.000506286,-0.00251764,0.00447818
215,0.000809756,-0.00216902,0.00320956,-0.0038226,0.00408164,-0.00419728,0.00431946,-0.00439786,0.00424363,-0.00371709,0.00280709
216,-0.00067963,-0.00234716,0.00500564,-0.00688562,0.00779746,-0.00782565,0.00714202,-0.00581132,0.00383042,-0.00129531,-0.00156906
217,-0.0015134,-0.000270227,0.00199071,-0.00330505,0.00393674,-0.00380632,0.00298433,-0.00157602,-0.000274656,0.00233945,-0.00434962
218,-0.000891812,0.00206115,-0.0029134,0.0034099,-0.0036702,0.00384644,-0.00401111,0.00412471,-0.00405155,0.00364843,-0.00285879
219,0.00058467,0.00241065,-0.00499304,0.00677401,-0.00762795,0.00765565,-0.0070082,0.00574743,-0.00385938,0.00140561,0.00138871
220,0.00149766,0.000452731,-0.00228,0.00359586,-0.00416431,0.003978,-0.00315043,0.00177953,5.07382e-05,-0.00215769,0.00422882
221,0.000975195,-0.00192714,0.00258519,-0.00299129,0.00327495,-0.00351734,0.00372194,-0.00385305,0.00384094,-0.00357225,0.00292897
222,-0.000475972,-0.00245334,0.00492818,-0.00661777,0.00744957,-0.00750478,0.00689074,-0.00566839,0.00385435,-0.0015082,-0.0011882
223,-0.00146466,-0.000639823,0.0025393,-0.00384092,0.00436877,-0.00415475,0.00332088,-0.00196326,0.000146437,0.00197648,-0.00409299
224,-0.00105224,0.00176227,-0.00223942,0.00258341,-0.00289533,0.00319506,-0.00343892,0.00359033,-0.00363139,0.00348629,-0.00299478
225,0.000355014,0.00246031,-0.004812,0.00643234,-0.00726715,0.00736378,-0.00678292,0.00558118,-0.00382437,0.00159641,0.000977895
226,0.00140766,0.000813952,-0.00275542,0.00404532,-0.00455636,0.0043381,-0.00349921,0.00212961,-0.000310766,-0.00180329,0.0039356
227,0.00111081,-0.00157632,0.00189368,-0.00219231,0.00252846,-0.00287053,0.00315103,-0.00333925,0.0034398,-0.00339514,0.00303796
228,-0.000232758,-0.00242731,0.00465379,-0.00622825,0.00708334,-0.00722403,0.00667331,-0.00549079,0.00378687,-0.00166998,-0.000777021
229,-0.00133004,-0.00095939,0.00292311,-0.00421578,0.00473348,-0.00452634,0.00368023,-0.00228188,0.000450312,0.00164264,-0.00376682
230,-0.00114471,0.0013865,-0.00156292,0.00181873,-0.00216865,0.00253794,-0.00285502,0.0031006,-0.00327121,0.00330481,-0.00305529
231,0.000120892,0.00236223,-0.00446618,0.00601098,-0.00689729,0.00707733,-0.00655312,0.00540122,-0.00375578,0.00173295,0.000599112
232,0.00124156,0.00107052,-0.00304305,0.00435688,-0.00490521,0.00471546,-0.00385503,0.00242401,-0.000578917,-0.00149455,0.0036023
233,0.00115604,-0.00120682,0.00125845,-0.00146273,0.00180756,-0.0021942,0.00255545,-0.0028737,0.00311977,-0.00321893,0.00305599
234,-2.53876e-05,-0.00227713,0.00426335,-0.00578447,0.00670232,-0.00691601,0.00642123,-0.00531575,0.00373541,-0.0017899,-0.000445671
235,-0.00115126,-0.00114938,0.00312117,-0.00447256,0.00507079,-0.00489893,0.00401845,-0.00256076,0.00070694,0.00135651,-0.00345223
236,-0.00115032,0.00104553,-0.000987079,0.00112362,-0.001439,0.00183993,-0.00225847,0.00265595,-0.00297607,0.00313835,-0.00305223
237,-5.23935e-05,0.00218333,-0.0040595,0.00555147,-0.0064884,0.00673446,-0.00628219,0.00523605,-0.00372247,0.00184394,0.000309725
238,0.00106547,0.00120149,-0.00316847,0.00456661,-0.00522212,0.00506911,-0.00417219,0.00269696,-0.000837635,-0.00122563,0.00331814
239,0.00113348,-0.000906845,0.000748822,-0.000799204,0.00106415,-0.00147937,0.00196543,-0.00244306,0.00283385,-0.00306226,0.00305186
240,0.000113317,-0.00209118,0.00386519,-0.00531217,0.0062487,-0.00653077,0.00613972,-0.00516174,0.00371208,-0.00189633,-0.000182715
241,-0.000988932,-0.0012353,0.00319812,-0.00464059,0.00534816,-0.00521968,0.00432103,-0.00283659,0.000969753,0.0011001,-0.0031959
242,-0.00111212,0.000790527,-0.000536979,0.000487867,-0.00069152,0.00111855,-0.00167225,0.00222954,-0.00269157,0.00298995,-0.00305669
243,-0.000160795,0.00200882,-0.00368399,0.00506526,-0.00598384,0.00630656,-0.00599238,0.00508995,-0.00370224,0.00194775,5.94347e-05
244,0.000924011,0.0012615,-0.00322049,0.00469307,-0.00544128,0.00534724,-0.00446719,0.00298173,-0.00110236,-0.000979022,0.00308101
245,0.00109276,-0.000690682,0.000341903,-0.000191102,0.000331991,-0.000762823,0.00137383,-0.00200974,0.00254937,-0.00292162,0.00306538
246,0.000201038,-0.00193886,0.00351289,-0.00481125,0.00570079,-0.00606502,0.0058348,-0.00501554,0.00369358,-0.00199972,6.14576e-05
247,-0.000868911,-0.00128913,0.00323991,-0.00472235,0.00550013,-0.0054508,0.00460823,-0.00313147,0.00123718,0.000860798,-0.00297175
248,-0.00107902,0.000597922,-0.000155895,-8.72656e-05,6.1118e-06,0.000415898,-0.00106803,0.00177968,-0.00240548,0.00285728,-0.00307761
249,-0.000240549,0.00187728,-0.00334609,0.004554,-0.0054088,0.00580917,-0.00566138,0.00493262,-0.00368616,0.00205434,-0.000180743
250,0.000818366,0.00132134,-0.00325542,0.00472955,-0.00552852,0.00553032,-0.00473859,0.00328237,-0.00137702,-0.000742486,0.00286805
251,0.00106985,-0.000504536,-2.43172e-05,0.000344336,-0.000319009,-8.04741e-05,0.000756666,-0.00153797,0.0022556,-0.00279532,0.0030953
252,0.000282658,-0.00181676,0.00317889,-0.00429888,0.00511597,-0.00554161,0.00546897,-0.00483626,0.0036771,-0.00211276,0.000301501
253,-0.00076705,-0.00135521,0.00326375,-0.00471894,0.00553284,-0.00558571,0.00485233,-0.0034299,0.00152279,0.000620826,-0.00276816
254,-0.00106113,0.000408113,0.000198193,-0.00058038,0.000607129,-0.00024066,-0.000444385,0.00128519,-0.00209518,0.00273265,-0.00312011
255,-0.00032651,0.00175165,-0.00300953,0.0040497,-0.00482741,0.00526541,-0.00525777,0.0047228,-0.0036611,0.00217433,-0.000428362
256,0.000712569,0.00138535,-0.00326215,0.00469569,-0.00551946,0.00561747,-0.00494522,0.00356928,-0.00167219,-0.000493521,0.00266749
257,0.00104896,-0.000311018,-0.000363434,0.000798438,-0.000873496,0.000544635,0.000136628,-0.00102322,0.00192176,-0.00266579,0.00315088
258,0.000368971,-0.0016805,0.00283885,-0.00380727,0.00454499,-0.00498474,0.00503052,-0.00458952,0.00363257,-0.002237,0.00056481
259,-0.000655762,-0.00140777,0.00324977,-0.00466338,0.00549298,-0.00562787,0.00501558,-0.00369529,0.00182047,0.000359632,-0.00256014
260,-0.00103177,0.000217344,0.000518018,-0.00100211,0.00112166,-0.000829923,0.000162067,0.000755606,-0.00173578,0.00259153,-0.00318356
261,-0.000407211,0.00160535,-0.00266894,0.00357013,-0.00426849,0.00470392,-0.00479106,0.00443527,-0.00358736,0.00229783,-0.000711624
262,0.000599069,0.00142164,-0.00322755,0.00462295,-0.00545589,0.00562091,-0.00506386,0.00380269,-0.00196198,-0.000219534,0.00244106
263,0.00101036,-0.000130008,-0.000661247,0.00119344,-0.00135438,0.00109751,-0.000448834,-0.000487696,0.00154017,-0.00250736,0.00321255
264,0.000440174,-0.00152938,0.00250154,-0.0033367,0.00399706,-0.00442544,0.00454307,-0.0042614,0.00352348,-0.00235333,0.000866924
265,-0.000544601,-0.00142863,0.00319704,-0.00457384,0.00540943,-0.00560065,0.00509172,-0.00388776,0.00209137,7.49729e-05,-0.00230695
266,-0.000986614,4.95443e-05,0.000793402,-0.00137244,0.00157346,-0.00135024,0.000722415,0.000225525,-0.00133963,0.00241189,-0.00323191
267,-0.000468535,0.00145464,-0.00233766,0.0031069,-0.0037299,0.00414926,-0.00428928,0.00407175,-0.00344146,0.00239998,-0.00102665
268,0.000493053,0.00143087,-0.00315951,0.00451589,-0.00535428,0.00556933,-0.00510108,0.00394941,-0.00220462,7.10496e-05,0.00215684
269,0.000961961,2.5048e-05,-0.000914912,0.00153849,-0.00178021,0.0015909,-0.000982657,2.5944e-05,0.00113963,-0.00230535,0.00323627
270,0.000493504,-0.00138153,0.00217802,-0.00288193,0.00346631,-0.0038737,0.0040313,-0.00387125,0.00334422,-0.0024351,0.00118508
271,-0.000444015,-0.00142947,0.00311608,-0.00445031,0.00529077,-0.00552705,0.00509338,-0.00398894,0.00230012,-0.00021497,-0.00199247
272,-0.000936741,-9.46493e-05,0.00102616,-0.00169181,0.00197551,-0.00182083,0.00122976,-0.000263782,-0.000945027,0.00218955,-0.00322208
273,-0.000515695,0.00130985,-0.00202346,0.002663,-0.00320567,0.00359712,-0.00376988,0.00366445,-0.00323621,0.00245752,-0.00133601
274,0.000397076,0.00142463,-0.00306814,0.00437903,-0.00521899,0.00547262,-0.0050692,0.00400893,-0.0023788,0.000353674,0.00181814
275,0.000910853,0.000159332,-0.00112783,0.00183376,-0.00215989,0.00203976,-0.00146353,0.000486947,0.000758663,-0.00206718,0.00318867
276,0.000535092,-0.00123988,0.00187467,-0.00245032,0.00294753,-0.00331883,0.00350559,-0.00345472,0.00312174,-0.0024676,0.00147444
277,-0.000352392,-0.00141671,0.00301728,-0.00430369,0.0051389,-0.00540473,0.00502852,-0.0040122,0.00244336,-0.000485187,-0.00163941
278,-0.00088455,-0.000218962,0.00122116,-0.00196617,0.00233372,-0.00224641,0.00168296,-0.00069561,-0.000581042,0.00194081,-0.00313819
279,-0.000551756,0.00117242,-0.00173183,0.00224315,-0.00269147,0.00303928,-0.00323959,0.00324427,-0.00300363,0.0024666,-0.00159788
280,0.000310331,0.00140669,-0.00296501,0.00422507,-0.00505031,0.00532257,-0.00497145,0.00400121,-0.00249668,0.000608707,0.00146123
281,0.000858511,0.000273951,-0.00130775,0.00209063,-0.00249709,0.00243913,-0.00188664,0.000890512,0.000411084,-0.0018124,0.00307438
282,0.000566231,-0.00110807,0.00159454,-0.00204034,0.00243712,-0.00275981,0.00297389,-0.00303433,0.00288283,-0.00245594,0.00170642
283,-0.000270922,-0.00139587,0.00291245,-0.00414322,0.00495273,-0.00522609,0.00489895,-0.00397782,0.0025406,-0.000724196,-0.00128673
284,-0.000833396,-0.00032535,0.00138936,-0.0022082,0.00264965,-0.0026164,0.00207355,-0.00107252,-0.000247439,0.00168311,-0.0030009
285,-0.000579373,0.00104684,-0.00146179,0.00184067,-0.00218441,0.00248228,-0.00271085,0.00282557,-0.00275911,0.00243678,-0.00180167
286,0.000233732,0.00138531,-0.00286017,0.00405766,-0.00484552,0.00511601,-0.00481286,0.00394339,-0.00257564,0.000831862,0.00111704
287,0.000809522,0.000374523,-0.00146772,0.00231939,-0.00279046,0.00277714,-0.0022436,0.00124239,8.94666e-05,-0.00155364,0.00292026
288,0.000592023,-0.000988079,0.00133207,-0.00164311,0.00193397,-0.00220881,0.00245235,-0.00261834,0.00263203,-0.00240989,0.00188546
289,-0.000198028,-0.00137562,0.00280803,-0.00396756,0.00472843,-0.00499378,0.00471533,-0.00389881,0.00260151,-0.000931822,-0.000952082
290,-0.000786823,-0.000422849,0.00154418,-0.0024241,0.00291834,-0.00292092,0.0023975,-0.00140065,6.2588e-05,0.00142451,-0.00283364
291,-0.000604836,0.000930684,-0.0012035,0.00144703,-0.00168718,0.00194137,-0.00219947,0.00241285,-0.00250167,0.00237582,-0.00195894
292,0.000162924,0.00136679,-0.002755,0.00387198,-0.00460201,0.0048613,-0.00460816,0.00384464,-0.00261792,0.00102407,0.000791577
293,0.000764858,0.000471485,-0.00161931,0.00252169,-0.00303251,0.00304805,-0.00253628,0.00154759,-0.000208036,-0.0012963,0.0027415
294,0.000618171,-0.000873176,0.00107433,-0.0012524,0.00144567,-0.00168143,0.00195265,-0.00220933,0.00236869,-0.00233516,0.00202255
295,-0.000127502,-0.00135812,0.00269941,-0.00377029,0.00446756,-0.00472061,0.00449257,-0.00378125,0.00262495,-0.00110862,-0.000635603
296,-0.000742812,-0.000521032,0.00169268,-0.00261129,0.00313295,-0.00315946,0.00266073,-0.00168317,0.000346265,0.00116956,-0.00264422
297,-0.000631922,0.000814042,-0.000943469,0.00105976,-0.00121083,0.00142985,-0.00171212,0.00200825,-0.00223396,0.00228847,-0.00207641
298,9.106e-05,0.00134825,-0.00263943,0.00366236,-0.00432679,0.00457349,-0.0043694,0.00370902,-0.00262302,0.00118556,0.000484574
299,0.000719654,0.000571235,-0.00176303,0.00269222,-0.00322039,0.00325634,-0.00277134,0.00180718,-0.000476927,-0.00104474,0.00254239
300,0.000645444,-0.000752238,0.000810753,-0.000869884,0.000983341,-0.00118691,0.00147826,-0.00181032,0.00209824,-0.00223631,0.0021207
301,-5.33966e-05,-0.00133554,0.00257363,-0.00354852,0.0041812,-0.00442131,0.00423943,-0.00362853,0.00261263,-0.00125499,-0.000338932
302,-0.00069447,-0.000621018,0.00182867,-0.00276419,0.00329601,-0.00333989,0.00286842,-0.00191946,0.000599824,0.000922252,-0.00243671
303,-0.000657744,0.000687566,-0.000676921,0.000683406,-0.000763213,0.000952579,-0.00125163,0.0016164,-0.00196219,0.00217914,-0.00215575
304,1.4911e-05,0.0013187,-0.00250131,0.00342927,-0.00403183,0.00426505,-0.00410363,0.0035406,-0.00259423,0.00131698,0.000199004
305,0.000666806,0.000668886,-0.00188805,0.00282721,-0.00336095,0.00341112,-0.0029524,0.00202004,-0.000714757,-0.000802485,0.00232783
306,0.000667846,-0.000620685,0.000543253,-0.000500707,0.000549982,-0.000726698,0.00103282,-0.00142733,0.00182648,-0.00211744,0.00218189
307,2.35806e-05,-0.00129714,0.00242259,-0.00330496,0.00387908,-0.00410547,0.00396313,-0.00344621,0.00256829,-0.00137158,-6.50694e-05
308,-0.000636779,-0.00071348,0.0019401,-0.00288132,0.00341602,-0.00347096,0.00302395,-0.00210913,0.000821505,0.000685875,-0.00221629
309,-0.000675129,0.000552748,-0.000411133,0.000322016,-0.000343108,0.000509026,-0.000822227,0.00124388,-0.00169185,0.00205169,-0.00219936
310,-6.11906e-05,0.00127104,-0.00233811,0.00317578,-0.00372293,0.00394316,-0.00381906,0.00334643,-0.00253538,0.00141886,-6.2543e-05
311,0.000604923,0.000753982,-0.00198433,0.0029264,-0.00346154,0.00352022,-0.00308397,0.00218715,-0.000919903,-0.00057288,0.0021027
312,0.000679453,-0.000484915,0.000281713,-0.000147655,0.000142263,-0.000299208,0.000619955,-0.00106666,0.0015591,-0.00198248,0.00220841
313,9.72689e-05,-0.00124106,0.00224875,-0.00304188,0.00356322,-0.00377848,0.00367243,-0.00324239,0.00249626,-0.00145897,0.000183435
314,-0.000571897,-0.000790174,0.00202068,-0.00296218,0.00349748,-0.0035596,0.00313348,-0.00225475,0.00100996,0.000463955,-0.00198775
315,-0.000681035,0.000417998,-0.000155819,-2.18398e-05,5.25549e-05,9.68223e-05,-0.000425804,0.000896129,-0.00142902,0.00191045,-0.00220935
316,-0.000131518,0.00120796,-0.00215537,0.0029036,-0.0033999,0.00361152,-0.00352394,0.00313523,-0.00245185,0.00149213,-0.000297188
317,0.00053822,0.000822216,-0.00204935,0.00298842,-0.00352363,0.00358949,-0.00317342,0.00231277,-0.00109191,-0.000359519,0.00187225
318,0.000680218,-0.000352416,3.40091e-05,0.000185788,-0.000241063,9.84581e-05,0.000239373,-0.000732409,0.0013023,-0.00183632,0.00220265
319,0.000163901,-0.00117228,0.0020587,-0.0027615,0.0032331,-0.00344223,0.003374,-0.00302597,0.00240317,-0.00151872,0.000403438
320,-0.000504191,-0.000850357,0.0020706,-0.00300509,0.00353978,-0.00361003,0.00320457,-0.00236225,0.00116629,0.000259888,-0.00175712
321,-0.000677274,0.000288349,8.33343e-05,-0.000343542,0.000422786,-0.000286726,-6.02053e-05,0.000575312,-0.00117933,0.00176085,-0.00218899
322,-0.000194462,0.0011344,-0.0019594,0.00261631,-0.00306316,0.00327058,-0.00322273,0.00291533,-0.00235124,0.0015393,-0.000501982
323,0.000469967,0.00087478,-0.00208475,0.00301237,-0.00354581,0.00362113,-0.00322742,0.00240419,-0.00123388,-0.000165198,0.00164333
324,0.000672374,-0.000225923,-0.000195946,0.0004946,-0.000597174,0.000467801,-0.000112063,-0.000424371,0.00106018,-0.00168474,0.00216928
325,0.000223226,-0.00109456,0.001858,-0.00246875,0.00289065,-0.00309674,0.00307018,-0.00280372,0.00229686,-0.00155455,0.000592899
326,-0.000435666,-0.000895606,0.00209213,-0.00301056,0.00354177,-0.0036227,0.00324222,-0.00243944,0.00129555,7.536e-05,-0.00153174
327,-0.000665636,0.000165263,0.000303644,-0.000638616,0.000763699,-0.000641313,0.000277616,0.000278996,-0.000944553,0.00160854,-0.00214462
328,-0.000250186,0.001053,-0.001755,0.00231947,-0.00271621,0.00292106,-0.00291638,0.0026912,-0.0022405,0.00156516,-0.000676624
329,0.000401408,0.000912945,-0.00209302,0.00300002,-0.00352788,0.00361475,-0.00324912,0.00246859,-0.00135211,9.91309e-06,0.00142293
330,0.000657176,-0.000106489,-0.000406294,0.000775335,-0.000921915,0.000806825,-0.000436461,-0.000138625,0.000831964,-0.00153258,0.00211612
331,0.000275344,-0.00100996,0.00165079,-0.00216907,0.00254054,-0.00274411,0.00276147,-0.00257765,0.00218225,-0.00157176,0.0007539
332,-0.000367307,-0.000926914,0.00208773,-0.00298111,0.00350444,-0.00359749,0.00324823,-0.00249192,0.00140406,-9.10246e-05,-0.00131708
333,-0.000647111,4.9692e-05,0.000503792,-0.000904549,0.00107146,-0.000963952,0.000588522,2.84458e-06,-0.000721896,0.00145697,-0.0020847
334,-0.000298709,0.000965622,-0.00154575,0.0020181,-0.00236437,0.00256655,-0.00260573,0.00246284,-0.00212195,0.00157483,-0.000825617
335,0.000333456,0.000937626,-0.00207649,0.00295416,-0.00347185,0.00357126,-0.00323976,0.0025095,-0.00145161,0.000168383,0.001214
