0,2.32882
0.0976562,0.802463
0.195312,0.812536
0.292969,0.829104
0.390625,0.851633
0.488281,0.879124
0.585937,0.909848
0.683594,0.94111
0.78125,0.969234
0.878906,0.990005
0.976562,0.999698
1.07422,0.996386
1.17187,0.980737
1.26953,0.955733
1.36719,0.925513
1.46484,0.894133
1.5625,0.864811
1.66016,0.839755
1.75781,0.820312
1.85547,0.807229
1.95312,0.800882
2.05078,0.801434
2.14844,0.808907
2.24609,0.823175
2.34375,0.843876
2.44141,0.870232
2.53906,0.900789
2.63672,0.933127
2.73437,0.963697
2.83203,0.988085
2.92969,1.00193
3.02734,1.00236
3.125,0.989219
3.22266,0.965132
3.32031,0.934413
3.41797,0.901593
3.51562,0.870402
3.61328,0.843445
3.71094,0.822325
3.80859,0.807935
3.90625,0.800733
4.00391,0.800931
4.10156,0.808589
4.19922,0.823607
4.29687,0.845624
4.39453,0.873802
4.49219,0.906491
4.58984,0.940867
4.6875,0.972737
4.78516,0.996927
4.88281,1.00856
4.98047,1.00489
5.07812,0.986664
5.17578,0.957714
5.27344,0.923342
5.37109,0.888548
5.46875,0.8571
5.56641,0.831416
5.66406,0.812874
5.76172,0.802192
5.85937,0.799715
5.95703,0.805583
6.05469,0.819763
6.15234,0.841948
6.25,0.871293
6.34766,0.905991
6.44531,0.942765
6.54297,0.976567
6.64062,1.00109
6.73828,1.01059
6.83594,1.00242
6.93359,0.978498
7.03125,0.944315
7.12891,0.906412
7.22656,0.870316
7.32422,0.839772
7.42187,0.816958
7.51953,0.802995
7.61719,0.798412
7.71484,0.803426
7.8125,0.818014
7.91016,0.841779
8.00781,0.873574
8.10547,0.910869
8.20312,0.949035
8.30078,0.981154
8.39844,0.999361
8.49609,0.998101
8.59375,0.977337
8.69141,0.942667
8.78906,0.902206
8.88672,0.863215
8.98437,0.83063
9.08203,0.807227
9.17969,0.794358
9.27734,0.792592
9.375,0.802057
9.47266,0.822418
9.57031,0.852479
9.66797,0.889371
9.76562,0.927525
9.86328,0.958355
9.96094,0.972298
10.0586,0.963627
10.1562,0.934423
10.2539,0.893257
10.3516,0.850099
10.4492,0.812514
10.5469,0.784925
10.6445,0.7695
10.7422,0.76718
10.8398,0.778233
10.9375,0.802159
11.0352,0.836772
11.1328,0.876307
11.2305,0.909413
11.3281,0.920595
11.4258,0.899172
11.5234,0.849364
11.6211,0.787579
11.7187,0.730583
11.8164,0.689273
11.9141,0.670061
12.0117,0.678445
12.1094,0.721268
12.207,0.801442
12.3047,0.879288
12.4023,0.826927
12.5,0.652161
12.5977,0.509484
12.6953,0.446324
12.793,0.489397
12.8906,0.822416
12.9883,0.352111
13.0859,0.121236
13.1836,0.0579063
13.2812,0.0326086
13.3789,0.0204036
13.4766,0.0138006
13.5742,0.00992776
13.6719,0.00750878
13.7695,0.00591799
13.8672,0.00482588
13.9648,0.00404879
14.0625,0.00347926
14.1602,0.00305152
14.2578,0.0027237
14.3555,0.00246811
14.4531,0.00226587
14.5508,0.0021037
14.6484,0.00197209
14.7461,0.00186409
14.8437,0.00177454
14.9414,0.00169956
15.0391,0.00163623
15.1367,0.00158228
15.2344,0.001536
15.332,0.00149603
15.4297,0.00146133
15.5273,0.00143106
15.625,0.00140456
15.7227,0.00138131
15.8203,0.00136089
15.918,0.00134293
16.0156,0.00132717
16.1133,0.00131338
16.2109,0.00130135
16.3086,0.00129092
16.4062,0.00128197
16.5039,0.00127438
16.6016,0.00126804
16.6992,0.00126288
16.7969,0.00125883
16.8945,0.00125582
16.9922,0.0012538
17.0898,0.00125273
17.1875,0.00125256
17.2852,0.00125326
17.3828,0.00125481
17.4805,0.00125717
17.5781,0.00126032
17.6758,0.00126425
17.7734,0.00126894
17.8711,0.00127437
17.9687,0.00128054
18.0664,0.00128744
18.1641,0.00129505
18.2617,0.00130338
18.3594,0.00131242
18.457,0.00132216
18.5547,0.00133262
18.6523,0.00134379
18.75,0.00135567
18.8477,0.00136826
18.9453,0.00138158
19.043,0.00139563
19.1406,0.00141042
19.2383,0.00142595
19.3359,0.00144224
19.4336,0.0014593
19.5312,0.00147714
19.6289,0.00149577
19.7266,0.00151521
19.8242,0.00153548
19.9219,0.00155659
20.0195,0.00157856
20.1172,0.00160141
20.2148,0.00162516
20.3125,0.00164984
20.4102,0.00167546
20.5078,0.00170205
20.6055,0.00172964
20.7031,0.00175826
20.8008,0.00178792
20.8984,0.00181868
20.9961,0.00185054
21.0937,0.00188355
21.1914,0.00191775
21.2891,0.00195316
21.3867,0.00198983
21.4844,0.0020278
21.582,0.0020671
21.6797,0.00210778
21.7773,0.00214989
21.875,0.00219346
21.9727,0.00223856
22.0703,0.00228524
22.168,0.00233353
22.2656,0.00238351
22.3633,0.00243523
22.4609,0.00248875
22.5586,0.00254414
22.6562,0.00260145
22.7539,0.00266076
22.8516,0.00272214
22.9492,0.00278567
23.0469,0.00285142
23.1445,0.00291947
23.2422,0.00298991
23.3398,0.00306283
23.4375,0.00313832
23.5352,0.00321647
23.6328,0.00329739
23.7305,0.00338117
23.8281,0.00346794
23.9258,0.00355779
24.0234,0.00365086
24.1211,0.00374726
24.2187,0.00384712
24.3164,0.00395058
24.4141,0.00405777
24.5117,0.00416885
24.6094,0.00428395
24.707,0.00440325
24.8047,0.00452691
24.9023,0.0046551
25,0.004788
25.0977,0.0049258
25.1953,0.00506869
25.293,0.00521689
25.3906,0.00537059
25.4883,0.00553003
25.5859,0.00569544
25.6836,0.00586707
25.7812,0.00604515
25.8789,0.00622997
25.9766,0.00642179
26.0742,0.00662091
26.1719,0.00682762
26.2695,0.00704224
26.3672,0.0072651
26.4648,0.00749655
26.5625,0.00773693
26.6602,0.00798663
26.7578,0.00824604
26.8555,0.00851556
26.9531,0.00879563
27.0508,0.00908669
27.1484,0.00938921
27.2461,0.00970367
27.3437,0.0100306
27.4414,0.0103705
27.5391,0.010724
27.6367,0.0110916
27.7344,0.011474
27.832,0.0118718
27.9297,0.0122856
28.0273,0.0127162
28.125,0.0131644
28.2227,0.0136308
28.3203,0.0141163
28.418,0.0146218
28.5156,0.0151481
28.6133,0.0156962
28.7109,0.016267
28.8086,0.0168616
28.9062,0.0174812
29.0039,0.0181267
29.1016,0.0187995
29.1992,0.0195007
29.2969,0.0202317
29.3945,0.020994
29.4922,0.0217889
29.5898,0.022618
29.6875,0.023483
29.7852,0.0243855
29.8828,0.0253275
29.9805,0.0263107
30.0781,0.0273373
30.1758,0.0284093
30.2734,0.0295291
