tempo_ns,Ey_Vpm
1.580298405622288e+00,-3.056484281779374e-246
1.603884948989785e+00,-6.577804733136144e-243
1.627471492357282e+00,-1.339021303355473e-239
1.651058035724779e+00,-2.578357648153468e-236
1.674644579092276e+00,-4.696232098151939e-233
1.698231122459773e+00,-8.091114120419327e-230
1.721817665827269e+00,-1.318624822407079e-226
1.745404209194766e+00,-2.032779120880983e-223
1.768990752562263e+00,-2.964265897533079e-220
1.792577295929760e+00,-4.088879101481832e-217
1.816163839297257e+00,-5.335237839224563e-214
1.839750382664753e+00,-6.585186829722873e-211
1.863336926032250e+00,-7.688644249285184e-208
1.886923469399747e+00,-8.491833845129817e-205
1.910510012767244e+00,-8.872094068919631e-202
1.934096556134741e+00,-8.768529479453536e-199
1.957683099502238e+00,-8.197975391118120e-196
1.981269642869735e+00,-7.250519151203017e-193
2.004856186237231e+00,-6.066216286946108e-190
2.028442729604728e+00,-4.801277795938399e-187
2.052029272972225e+00,-3.594926639573219e-184
2.075615816339722e+00,-2.546371870554274e-181
2.099202359707219e+00,-1.706305637619652e-178
2.122788903074715e+00,-1.081682751082975e-175
2.146375446442212e+00,-6.487184259218910e-173
2.169961989809710e+00,-3.680707362527171e-170
2.193548533177206e+00,-1.975744917721323e-167
2.217135076544703e+00,-1.003370033949559e-164
2.240721619912200e+00,-4.820904763685498e-162
2.264308163279697e+00,-2.191492730241218e-159
2.287894706647193e+00,-9.425466601111979e-157
2.311481250014690e+00,-3.835524272236910e-154
2.335067793382187e+00,-1.476773262841997e-151
2.358654336749684e+00,-5.379956239847564e-149
2.382240880117181e+00,-1.854507643627865e-146
2.405827423484677e+00,-6.048854294690416e-144
2.429413966852175e+00,-1.866905911902330e-141
2.453000510219672e+00,-5.452395278526360e-139
2.476587053587168e+00,-1.506881927432814e-136
2.500173596954665e+00,-3.941033659714735e-134
2.523760140322162e+00,-9.754225933561304e-132
2.547346683689659e+00,-2.284760366606641e-129
2.570933227057156e+00,-5.064864892327026e-127
2.594519770424653e+00,-1.062647951019821e-124
2.618106313792149e+00,-2.110187729233042e-122
2.641692857159646e+00,-3.966245510973388e-120
2.665279400527143e+00,-7.056388815460162e-118
2.688865943894640e+00,-1.188360961739670e-115
2.712452487262137e+00,-1.894509466421172e-113
2.736039030629633e+00,-2.859225029238464e-111
2.759625573997130e+00,-4.085307806041117e-109
2.783212117364627e+00,-5.526485313851273e-107
2.806798660732124e+00,-7.078564037793094e-105
2.830385204099621e+00,-8.584966701245181e-103
2.853971747467118e+00,-9.859527454174728e-101
2.877558290834615e+00,-1.072323319022133e-98
2.901144834202111e+00,-1.104529072581951e-96
2.924731377569608e+00,-1.077559885117322e-94
2.948317920937105e+00,-9.957521274597919e-93
2.971904464304602e+00,-8.716477103586527e-91
2.995491007672099e+00,-7.228476175855835e-89
3.019077551039596e+00,-5.679451672639960e-87
3.042664094407092e+00,-4.228240791469446e-85
3.066250637774589e+00,-2.982966401974936e-83
3.089837181142086e+00,-1.994417489283725e-81
3.113423724509583e+00,-1.263888188080549e-79
3.137010267877080e+00,-7.592312571879592e-78
3.160596811244576e+00,-4.323769796658006e-76
3.184183354612073e+00,-2.334676117539834e-74
3.207769897979571e+00,-1.195421980026655e-72
3.231356441347067e+00,-5.805020303458705e-71
3.254942984714564e+00,-2.673831827090160e-69
3.278529528082061e+00,-1.168354971860370e-67
3.302116071449558e+00,-4.843854907101100e-66
3.325702614817054e+00,-1.905684453372878e-64
3.349289158184551e+00,-7.115823550067563e-63
3.372875701552048e+00,-2.522245130885326e-61
3.396462244919545e+00,-8.488166773184660e-60
3.420048788287042e+00,-2.712592275006045e-58
3.443635331654539e+00,-8.233446545548676e-57
3.467221875022036e+00,-2.374055842257810e-55
3.490808418389533e+00,-6.504305898975471e-54
3.514394961757029e+00,-1.693571414881053e-52
3.537981505124526e+00,-4.191731721520071e-51
3.561568048492023e+00,-9.864358642091658e-50
3.585154591859519e+00,-2.207652736822937e-48
3.608741135227017e+00,-4.699843811562809e-47
3.632327678594514e+00,-9.519938811194091e-46
3.655914221962010e+00,-1.835241855001542e-44
3.679500765329507e+00,-3.368016538224633e-43
3.703087308697004e+00,-5.885632829194672e-42
3.726673852064501e+00,-9.796462776590048e-41
3.750260395431998e+00,-1.553547387584947e-39
3.773846938799494e+00,-2.347920459410961e-38
3.797433482166991e+00,-3.382774514375890e-37
3.821020025534488e+00,-4.647539294714158e-36
3.844606568901984e+00,-6.090672923770250e-35
3.868193112269482e+00,-7.616117428969799e-34
3.891779655636979e+00,-9.090003274552846e-33
3.915366199004476e+00,-1.035843568624437e-31
3.938952742371972e+00,-1.127361679915870e-30
3.962539285739469e+00,-1.172227502677774e-29
3.986125829106966e+00,-1.164881615202336e-28
4.009712372474462e+00,-1.106663295044373e-27
4.033298915841959e+00,-1.005440237163632e-26
4.056885459209457e+00,-8.738716088988155e-26
4.080472002576954e+00,-7.268307067427042e-25
4.104058545944451e+00,-5.787041856083708e-24
4.127645089311947e+00,-4.412255425772325e-23
4.151231632679444e+00,-3.222459471607594e-22
4.174818176046941e+00,-2.255163691302165e-21
4.198404719414437e+00,-1.512766814006939e-20
4.221991262781934e+00,-9.729867545425180e-20
4.245577806149431e+00,-6.002310149817730e-19
4.269164349516928e+00,-3.552544384869627e-18
4.292750892884425e+00,-2.017902927172775e-17
4.316337436251922e+00,-1.100341534714677e-16
4.339923979619419e+00,-5.761616093936072e-16
4.363510522986916e+00,-2.897808422885540e-15
4.387097066354412e+00,-1.400289937766691e-14
4.410683609721909e+00,-6.502772843581370e-14
4.434270153089406e+00,-2.902788377379183e-13
4.457856696456902e+00,-1.245851198290235e-12
4.481443239824400e+00,-5.142120277849467e-12
4.505029783191897e+00,-2.041397734342866e-11
4.528616326559393e+00,-7.796481335869829e-11
4.552202869926890e+00,-2.864989606743297e-10
4.575789413294387e+00,-1.013116427892488e-09
4.599375956661884e+00,-3.447910273327048e-09
4.622962500029381e+00,-1.129406207773489e-08
4.646549043396877e+00,-3.560960782143041e-08
4.670135586764374e+00,-1.080734069327761e-07
4.693722130131872e+00,-3.157200642154705e-07
4.717308673499368e+00,-8.877646732843423e-07
4.740895216866865e+00,-2.402526509390354e-06
4.764481760234362e+00,-6.256837360946935e-06
4.788068303601858e+00,-1.567747881654476e-05
4.811654846969355e+00,-3.778538766232272e-05
4.835241390336852e+00,-8.757066589913003e-05
4.858827933704349e+00,-1.950766949184493e-04
4.882414477071846e+00,-4.174904005623826e-04
4.906001020439343e+00,-8.578543031129070e-04
4.929587563806840e+00,-1.691127086680038e-03
4.953174107174337e+00,-3.195418986781797e-03
4.976760650541833e+00,-5.780490291518087e-03
5.000347193909330e+00,-9.996733979314621e-03
5.023933737276827e+00,-1.649730830961215e-02
5.047520280644323e+00,-2.591826799316056e-02
5.071106824011820e+00,-3.864445912448700e-02
5.094693367379318e+00,-5.445276063299279e-02
5.118279910746815e+00,-7.207666000192527e-02
5.141866454114312e+00,-8.881439817276035e-02
5.165452997481808e+00,-1.003852175799473e-01
5.189039540849305e+00,-1.012804556945329e-01
5.212626084216802e+00,-8.580150168172372e-02
5.236212627584298e+00,-4.978255131582909e-02
5.259799170951795e+00,7.326109000190963e-03
5.283385714319292e+00,8.069201412936952e-02
5.306972257686788e+00,1.595359294805361e-01
5.330558801054286e+00,2.285166225110061e-01
5.354145344421783e+00,2.712343474584247e-01
5.377731887789280e+00,2.751154336100923e-01
5.401318431156777e+00,2.360647286880396e-01
5.424904974524273e+00,1.609183076314665e-01
5.448491517891770e+00,6.626078977285449e-02
5.472078061259267e+00,-2.644555472597387e-02
5.495664604626763e+00,-9.778376973324883e-02
5.519251147994261e+00,-1.365856406759380e-01
5.542837691361758e+00,-1.427762011714941e-01
5.566424234729254e+00,-1.257096997392106e-01
5.590010778096751e+00,-9.899442290228894e-02
5.613597321464248e+00,-7.444933024192472e-02
5.637183864831745e+00,-5.804826192750247e-02
5.660770408199242e+00,-4.939159485992081e-02
5.684356951566738e+00,-4.423074913367320e-02
5.707943494934235e+00,-3.808096919498119e-02
5.731530038301733e+00,-2.880208812650171e-02
5.755116581669229e+00,-1.709749554292218e-02
5.778703125036726e+00,-5.311112282259016e-03
5.802289668404223e+00,4.258808556237779e-03
5.825876211771719e+00,1.043680373919673e-02
5.849462755139216e+00,1.328906256343315e-02
5.873049298506713e+00,1.362474210368893e-02
5.896635841874210e+00,1.242460568832059e-02
5.920222385241707e+00,1.051249706202650e-02
5.943808928609204e+00,8.467411374100677e-03
5.967395471976701e+00,6.637963781186338e-03
5.990982015344198e+00,5.173552327848423e-03
6.014568558711694e+00,4.071950650070563e-03
6.038155102079191e+00,3.253679078126842e-03
6.061741645446688e+00,2.635105427696441e-03
6.085328188814184e+00,2.161878126682365e-03
6.108914732181681e+00,1.800354811933531e-03
6.132501275549178e+00,1.519182222757635e-03
6.156087818916675e+00,1.286839043727924e-03
6.179674362284173e+00,1.080592434484548e-03
6.203260905651669e+00,8.890576015778021e-04
6.226847449019166e+00,7.047476765435946e-04
6.250433992386663e+00,5.188509407023914e-04
6.274020535754159e+00,3.266052463976298e-04
6.297607079121656e+00,1.370698573804882e-04
6.321193622489153e+00,-2.336345562883017e-05
6.344780165856649e+00,-1.158398212218921e-04
6.368366709224147e+00,-9.748006543870312e-05
6.391953252591644e+00,6.853244571927402e-05
6.415539795959141e+00,3.988174504389570e-04
6.439126339326638e+00,8.731658449968984e-04
6.462712882694134e+00,1.424993611418607e-03
6.486299426061631e+00,1.949055567686280e-03
6.509885969429128e+00,2.327247546076793e-03
6.533472512796624e+00,2.462959837487423e-03
6.557059056164121e+00,2.310995335298131e-03
6.580645599531619e+00,1.892707153949789e-03
6.604232142899115e+00,1.290687724120051e-03
6.627818686266612e+00,6.235943995695018e-04
6.651405229634109e+00,9.924925218394759e-06
6.674991773001606e+00,-4.644699736241208e-04
6.698578316369103e+00,-7.624991396979885e-04
6.722164859736599e+00,-8.926393263840647e-04
6.745751403104096e+00,-8.930773584310551e-04
6.769337946471594e+00,-8.127955099595847e-04
6.792924489839090e+00,-6.964087306128590e-04
6.816511033206587e+00,-5.756720696837867e-04
6.840097576574084e+00,-4.678627528474792e-04
6.863684119941580e+00,-3.791058411897163e-04
6.887270663309077e+00,-3.092647669851712e-04
6.910857206676574e+00,-2.555742807028911e-04
6.934443750044071e+00,-2.144411865625001e-04
6.958030293411568e+00,-1.824011291276864e-04
6.981616836779065e+00,-1.568307815640055e-04
7.005203380146562e+00,-1.361151146133750e-04
7.028789923514059e+00,-1.191875202724309e-04
7.052376466881555e+00,-1.050950855757336e-04
7.075963010249052e+00,-9.306410058188996e-05
7.099549553616549e+00,-8.270282135736817e-05
7.123136096984045e+00,-7.384727203325802e-05
7.146722640351542e+00,-6.624497136986570e-05
7.170309183719039e+00,-5.955471773734839e-05
7.193895727086536e+00,-5.359072497953343e-05
7.217482270454034e+00,-4.835348131564239e-05
7.241068813821530e+00,-4.379830578732261e-05
7.264655357189027e+00,-3.974187398259418e-05
7.288241900556524e+00,-3.604197033242672e-05
7.311828443924020e+00,-3.271588527490205e-05
7.335414987291517e+00,-2.979782754110075e-05
7.359001530659014e+00,-2.719599026632192e-05
7.382588074026510e+00,-2.478909721644657e-05
7.406174617394008e+00,-2.257549830653999e-05
7.429761160761505e+00,-2.061416545702133e-05
7.453347704129001e+00,-1.887396078402016e-05
7.476934247496498e+00,-1.725572509754006e-05
7.500520790863995e+00,-1.573473757312148e-05
7.524107334231493e+00,-1.436819635747195e-05
7.547693877598989e+00,-1.316433311809989e-05
7.571280420966486e+00,-1.204918758644354e-05
7.594866964333982e+00,-1.098108367409881e-05
7.618453507701480e+00,-1.000318153221350e-05
7.642040051068975e+00,-9.146756311938949e-06
7.665626594436473e+00,-8.363895840271387e-06
7.689213137803969e+00,-7.605286500839121e-06
7.712799681171466e+00,-6.898047476926251e-06
7.736386224538965e+00,-6.288837875786255e-06
7.759972767906461e+00,-5.764472942701528e-06
7.783559311273958e+00,-5.299308584247841e-06
7.807145854641454e+00,-4.955317310194753e-06
7.830732398008951e+00,-4.889595595113609e-06
7.854318941376447e+00,-5.328871082045427e-06
7.877905484743945e+00,-6.685825892424525e-06
7.901492028111440e+00,-9.837772427171081e-06
7.925078571478938e+00,-1.648171710104318e-05
7.948665114846436e+00,-2.964977906564225e-05
7.972251658213931e+00,-5.465438250248926e-05
7.995838201581430e+00,-1.006677293246188e-04
8.019424744948925e+00,-1.830149849616273e-04
8.043011288316423e+00,-3.263324393555786e-04
8.066597831683918e+00,-5.688224372015179e-04
8.090184375051416e+00,-9.675752728919877e-04
8.113770918418913e+00,-1.604351580203309e-03
8.137357461786410e+00,-2.590568030689235e-03
8.160944005153908e+00,-4.069455107207382e-03
8.184530548521403e+00,-6.212262735795140e-03
8.208117091888901e+00,-9.204232236191419e-03
8.231703635256396e+00,-1.321558075163185e-02
8.255290178623895e+00,-1.835367984159192e-02
8.278876721991390e+00,-2.459546323385256e-02
8.302463265358888e+00,-3.170439549752455e-02
8.326049808726383e+00,-3.914435447437641e-02
8.349636352093881e+00,-4.601263039995432e-02
8.373222895461378e+00,-5.102325689519499e-02
8.396809438828875e+00,-5.257600149565612e-02
8.420395982196373e+00,-4.894098977658212e-02
8.443982525563868e+00,-3.857017129875441e-02
8.467569068931367e+00,-2.051324133150227e-02
8.491155612298861e+00,5.129008864613569e-03
8.514742155666360e+00,3.682583668031507e-02
8.538328699033856e+00,7.145238771947851e-02
8.561915242401353e+00,1.044733113248324e-01
8.585501785768850e+00,1.305508146860306e-01
8.609088329136346e+00,1.445471912622404e-01
8.632674872503843e+00,1.427539811481897e-01
8.656261415871340e+00,1.240508145689998e-01
8.679847959238838e+00,9.062931180170539e-02
8.703434502606333e+00,4.795838153784054e-02
8.727021045973832e+00,3.836123738512602e-03
8.750607589341328e+00,-3.335655787403385e-02
8.774194132708825e+00,-5.679140849287147e-02
8.797780676076322e+00,-6.309878599945418e-02
8.821367219443818e+00,-5.340343453309578e-02
8.844953762811315e+00,-3.306251757036176e-02
8.868540306178812e+00,-1.008557186084335e-02
8.892126849546308e+00,7.314801159416094e-03
8.915713392913805e+00,1.324352725539821e-02
8.939299936281303e+00,5.846186619356736e-03
8.962886479648800e+00,-1.236809393797985e-02
8.986473023016297e+00,-3.568756537894960e-02
9.010059566383793e+00,-5.735827681147525e-02
9.033646109751290e+00,-7.188500892737398e-02
9.057232653118787e+00,-7.659997310916643e-02
9.080819196486283e+00,-7.198167272889897e-02
9.104405739853780e+00,-6.076683964334419e-02
9.127992283221277e+00,-4.640327663741275e-02
9.151578826588773e+00,-3.160968723960241e-02
9.175165369956272e+00,-1.765473582085682e-02
9.198751913323768e+00,-4.542961146772856e-03
9.222338456691265e+00,8.169973532818701e-03
9.245925000058762e+00,2.048180725872274e-02
9.269511543426258e+00,3.147948365560266e-02
9.293098086793755e+00,3.952520718461694e-02
9.316684630161252e+00,4.294446188897205e-02
9.340271173528748e+00,4.082292915907022e-02
9.363857716896245e+00,3.350448206356266e-02
9.387444260263743e+00,2.257089644737294e-02
9.411030803631238e+00,1.034984292298034e-02
9.434617346998737e+00,-8.004663387215002e-04
9.458203890366233e+00,-9.125969581409904e-03
9.481790433733730e+00,-1.381272366554602e-02
9.505376977101227e+00,-1.496609057501010e-02
9.528963520468723e+00,-1.332596979448002e-02
9.552550063836220e+00,-9.892898663804273e-03
9.576136607203717e+00,-5.632708369154799e-03
9.599723150571215e+00,-1.348008896228234e-03
9.623309693938710e+00,2.303591967061177e-03
9.646896237306208e+00,4.747220996302636e-03
9.670482780673703e+00,5.499628558154169e-03
9.694069324041202e+00,4.298142802015648e-03
9.717655867408698e+00,1.292713254885529e-03
9.741242410776195e+00,-2.831543360908266e-03
9.764828954143692e+00,-6.923173353370964e-03
9.788415497511188e+00,-9.649508690056270e-03
9.812002040878687e+00,-9.900732403187224e-03
9.835588584246182e+00,-7.147832642083293e-03
9.859175127613680e+00,-1.616449867601837e-03
9.882761670981175e+00,5.766989428513132e-03
9.906348214348673e+00,1.360758046673663e-02
9.929934757716168e+00,2.036468575091614e-02
9.953521301083667e+00,2.469065205875575e-02
9.977107844451163e+00,2.573415186191426e-02
1.000069438781866e+01,2.335553974645865e-02
1.002428093118616e+01,1.818631279797291e-02
1.004786747455365e+01,1.147695353984599e-02
1.007145401792115e+01,4.742339436283900e-03
1.009504056128865e+01,-6.929870832325311e-04
1.011862710465615e+01,-4.085801204297702e-03
1.014221364802364e+01,-5.453416103191229e-03
1.016580019139114e+01,-5.481067822069707e-03
1.018938673475864e+01,-5.207123856943368e-03
1.021297327812613e+01,-5.612379826833322e-03
1.023655982149363e+01,-7.258752682112967e-03
1.026014636486113e+01,-1.009302236685531e-02
1.028373290822862e+01,-1.347383236975770e-02
1.030731945159612e+01,-1.641101022384671e-02
1.033090599496362e+01,-1.793875164176664e-02
1.035449253833111e+01,-1.749764737199144e-02
1.037807908169861e+01,-1.519618252997789e-02
1.040166562506611e+01,-1.186657579842807e-02
1.042525216843360e+01,-8.903851181004910e-03
1.044883871180110e+01,-7.947162354781621e-03
1.047242525516860e+01,-1.050196761153375e-02
1.049601179853610e+01,-1.760360896790516e-02
1.051959834190359e+01,-2.959442027388445e-02
1.054318488527109e+01,-4.603817304085393e-02
1.056677142863858e+01,-6.573961375432397e-02
1.059035797200608e+01,-8.679334372183195e-02
1.061394451537358e+01,-1.065828714776764e-01
1.063753105874108e+01,-1.217054306429706e-01
1.066111760210857e+01,-1.278993709760000e-01
1.068470414547607e+01,-1.201533924054127e-01
1.070829068884357e+01,-9.322113019253683e-02
1.073187723221106e+01,-4.270466901576161e-02
1.075546377557856e+01,3.330671574949930e-02
1.077905031894606e+01,1.323233806007401e-01
1.080263686231355e+01,2.458337658334139e-01
1.082622340568105e+01,3.587315636781965e-01
1.084980994904855e+01,4.505165403530103e-01
1.087339649241604e+01,4.986465326907580e-01
1.089698303578354e+01,4.837654243913681e-01
1.092056957915104e+01,3.957267880529125e-01
1.094415612251853e+01,2.386559887557948e-01
1.096774266588603e+01,3.307327754843842e-02
1.099132920925353e+01,-1.864156739546165e-01
1.101491575262103e+01,-3.781401423901208e-01
1.103850229598852e+01,-5.037136159043472e-01
1.106208883935602e+01,-5.388019148879357e-01
1.108567538272352e+01,-4.806948112097277e-01
1.110926192609101e+01,-3.496834568610296e-01
1.113284846945851e+01,-1.831940363626075e-01
1.115643501282601e+01,-2.429147845471738e-02
1.118002155619350e+01,9.152486361682786e-02
1.120360809956100e+01,1.464389490136241e-01
1.122719464292850e+01,1.436643592451892e-01
1.125078118629599e+01,1.030813015313220e-01
1.127436772966349e+01,5.143078115831401e-02
1.129795427303099e+01,1.149828161970671e-02
1.132154081639848e+01,-5.204741009251196e-03
1.134512735976598e+01,2.228110286065562e-04
1.136871390313348e+01,1.816710767760987e-02
1.139230044650097e+01,3.704314651735252e-02
1.141588698986847e+01,4.869674344566258e-02
1.143947353323597e+01,5.042814736142784e-02
1.146306007660347e+01,4.371422143938616e-02
1.148664661997096e+01,3.150679596841496e-02
1.151023316333846e+01,1.627015402218477e-02
1.153381970670596e+01,-2.372827634194753e-04
1.155740625007345e+01,-1.602249267892926e-02
1.158099279344095e+01,-2.818391163378995e-02
1.160457933680845e+01,-3.350468816131592e-02
1.162816588017594e+01,-3.009304785236504e-02
1.165175242354344e+01,-1.885862960624296e-02
1.167533896691094e+01,-3.621439583846217e-03
1.169892551027843e+01,1.039844237816549e-02
1.172251205364593e+01,1.884261253469258e-02
1.174609859701343e+01,1.991328599073574e-02
1.176968514038092e+01,1.467688971629750e-02
1.179327168374842e+01,6.086689776578775e-03
1.181685822711592e+01,-2.483152370746155e-03
1.184044477048341e+01,-8.391959572722440e-03
1.186403131385091e+01,-1.025632357630631e-02
1.188761785721841e+01,-7.992663247685598e-03
1.191120440058590e+01,-2.641268993234852e-03
1.193479094395340e+01,3.939850476280345e-03
1.195837748732090e+01,9.570509728809469e-03
1.198196403068840e+01,1.241205711964270e-02
1.200555057405589e+01,1.157106663496320e-02
1.202913711742339e+01,7.340691807072544e-03
1.205272366079089e+01,0.000000000000000e+00
