a_half,b,h,w,Nx,Ny,eps_r_sub,voltage,capacitance_per_m
1.2500000000e+00,1.2500000000e+00,5.0000000000e-01,5.0000000000e-01,20,20,2.5500000000e+00,1.0000000000e+00,5.8913626109e-11
