x,y,phi,Ex,Ey
6.2500000000e-02,8.1250000000e-01,4.6299528338e-01,1.2849228027e-01,1.3320625196e+00
1.2500000000e-01,8.1250000000e-01,4.5093509341e-01,2.5767397069e-01,1.2948623360e+00
1.8750000000e-01,8.1250000000e-01,4.3078603704e-01,3.8379142503e-01,1.2247469289e+00
2.5000000000e-01,8.1250000000e-01,4.0296116528e-01,4.9507138656e-01,1.1145311699e+00
3.1250000000e-01,8.1250000000e-01,3.6890211372e-01,5.7348374705e-01,9.6761971517e-01
3.7500000000e-01,8.1250000000e-01,3.3127569690e-01,6.0873066502e-01,8.0930390114e-01
4.3750000000e-01,8.1250000000e-01,2.9281078059e-01,6.0579564791e-01,6.6104145972e-01
5.0000000000e-01,8.1250000000e-01,2.5555124091e-01,5.7667201021e-01,5.3307073070e-01
5.6250000000e-01,8.1250000000e-01,2.2072677932e-01,5.3308560707e-01,4.2738521536e-01
6.2500000000e-01,8.1250000000e-01,1.8891554002e-01,4.8373969035e-01,3.4192723468e-01
6.8750000000e-01,8.1250000000e-01,1.6025931802e-01,4.3421877472e-01,2.7330306708e-01
7.5000000000e-01,8.1250000000e-01,1.3463819318e-01,3.8776216435e-01,2.1809130119e-01
8.1250000000e-01,8.1250000000e-01,1.1178904748e-01,3.4607604801e-01,1.7332606483e-01
8.7500000000e-01,8.1250000000e-01,9.1378687183e-02,3.0994393099e-01,1.3659201826e-01
9.3750000000e-01,8.1250000000e-01,7.3046056107e-02,2.7962943748e-01,1.0596844882e-01
1.0000000000e+00,8.1250000000e-01,5.6425007499e-02,2.5512584457e-01,7.9931285619e-02
1.0625000000e+00,8.1250000000e-01,4.1155325536e-02,2.3630572507e-01,5.7255901754e-02
1.1250000000e+00,8.1250000000e-01,2.6886791865e-02,2.2300906783e-01,3.6933849548e-02
1.1875000000e+00,8.1250000000e-01,1.3279192057e-02,2.1509433492e-01,1.8104699754e-02
1.2500000000e+00,8.1250000000e-01,0.0000000000e+00,2.1246707291e-01,-0.0000000000e+00
0.0000000000e+00,8.7500000000e-01,3.8702627284e-01,5.2087591466e-02,1.2274380982e+00
6.2500000000e-02,8.7500000000e-01,3.8377079838e-01,1.0380513791e-01,1.2158742136e+00
1.2500000000e-01,8.7500000000e-01,3.7405063061e-01,2.0554829335e-01,1.1801257961e+00
1.8750000000e-01,8.7500000000e-01,3.5807726171e-01,3.0104458840e-01,1.1178697193e+00
2.5000000000e-01,8.7500000000e-01,3.3642005706e-01,3.8294158042e-01,1.0282314252e+00
3.1250000000e-01,8.7500000000e-01,3.1020956416e-01,4.4245283382e-01,9.1599584566e-01
3.7500000000e-01,8.7500000000e-01,2.8111345283e-01,4.7453250480e-01,7.9360118165e-01
4.3750000000e-01,8.7500000000e-01,2.5089300105e-01,4.8077337290e-01,6.7343832809e-01
5.0000000000e-01,8.7500000000e-01,2.2101678121e-01,4.6707527075e-01,5.6349560178e-01
5.6250000000e-01,8.7500000000e-01,1.9250859221e-01,4.4039361610e-01,4.6722840166e-01
6.2500000000e-01,8.7500000000e-01,1.6596757920e-01,4.0678611563e-01,3.8503746566e-01
6.8750000000e-01,8.7500000000e-01,1.4166032776e-01,3.7076865529e-01,3.1573121230e-01
7.5000000000e-01,8.7500000000e-01,1.1962149729e-01,3.3538841611e-01,2.5750000539e-01
8.1250000000e-01,8.7500000000e-01,9.9736775745e-02,3.0254940688e-01,2.0844248564e-01
8.7500000000e-01,8.7500000000e-01,8.1802821432e-02,2.7335631127e-01,1.6680080985e-01
9.3750000000e-01,8.7500000000e-01,6.5567236836e-02,2.4839362085e-01,1.3103684102e-01
1.0000000000e+00,8.7500000000e-01,5.0753618825e-02,2.2792783445e-01,9.9832272457e-02
1.0625000000e+00,8.7500000000e-01,3.7076257529e-02,2.1204527597e-01,7.2057593192e-02
1.1250000000e+00,8.7500000000e-01,2.4247959329e-02,2.0074250474e-01,4.6731587166e-02
1.1875000000e+00,8.7500000000e-01,1.1983444437e-02,1.9398367463e-01,2.2980525568e-02
1.2500000000e+00,8.7500000000e-01,0.0000000000e+00,1.9173511098e-01,-0.0000000000e+00
0.0000000000e+00,9.3750000000e-01,3.1356686616e-01,4.0893751760e-02,1.1344567551e+00
6.2500000000e-02,9.3750000000e-01,3.1101100668e-01,8.1179978118e-02,1.1238704405e+00
1.2500000000e-01,9.3750000000e-01,3.0341936890e-01,1.5966947642e-01,1.0918969154e+00
1.8750000000e-01,9.3750000000e-01,2.9105232213e-01,2.3189705422e-01,1.0383747271e+00
2.5000000000e-01,9.3750000000e-01,2.7443223712e-01,2.9319751290e-01,9.6452896613e-01
3.1250000000e-01,9.3750000000e-01,2.5440263301e-01,3.3885350345e-01,8.7453106060e-01
3.7500000000e-01,9.3750000000e-01,2.3207554919e-01,3.6617314745e-01,7.7566665194e-01
4.3750000000e-01,9.3750000000e-01,2.0863098958e-01,3.7569006804e-01,6.7561506928e-01
5.0000000000e-01,9.3750000000e-01,1.8511429068e-01,3.7046208378e-01,5.8024494729e-01
5.6250000000e-01,9.3750000000e-01,1.6232322911e-01,3.5462747094e-01,4.9299532385e-01
6.2500000000e-01,9.3750000000e-01,1.4078585682e-01,3.3224250099e-01,4.1526301413e-01
6.8750000000e-01,9.3750000000e-01,1.2079291649e-01,3.0668131445e-01,3.4708431116e-01
7.5000000000e-01,9.3750000000e-01,1.0245069251e-01,2.8047343769e-01,2.8773502241e-01
8.1250000000e-01,9.3750000000e-01,8.5733736776e-02,2.5537685247e-01,2.3614306269e-01
8.7500000000e-01,9.3750000000e-01,7.0528585952e-02,2.3253828637e-01,1.9113189449e-01
9.3750000000e-01,9.3750000000e-01,5.6666450979e-02,2.1266090008e-01,1.5154583350e-01
1.0000000000e+00,9.3750000000e-01,4.3945973442e-02,1.9614659674e-01,1.1630336999e-01
1.0625000000e+00,9.3750000000e-01,3.2148126387e-02,1.8320503978e-01,8.4410611247e-02
1.1250000000e+00,9.3750000000e-01,2.1045343469e-02,1.7393200021e-01,5.4954380415e-02
1.1875000000e+00,9.3750000000e-01,1.0406626361e-02,1.6836274775e-01,2.7085815384e-02
1.2500000000e+00,9.3750000000e-01,0.0000000000e+00,1.6650602177e-01,-0.0000000000e+00
0.0000000000e+00,1.0000000000e+00,2.4521917846e-01,3.0914962351e-02,1.0626480414e+00
6.2500000000e-02,1.0000000000e+00,2.4328699331e-01,6.1245298217e-02,1.0532538780e+00
1.2500000000e-01,1.0000000000e+00,2.3756351618e-01,1.2005257988e-01,1.0252166977e+00
1.8750000000e-01,1.0000000000e+00,2.2828042082e-01,1.7367663911e-01,9.7920330758e-01
2.5000000000e-01,1.0000000000e+00,2.1585393629e-01,2.1909791394e-01,9.1697865193e-01
3.1250000000e-01,1.0000000000e+00,2.0089318158e-01,2.5359051963e-01,8.4193277867e-01
3.7500000000e-01,1.0000000000e+00,1.8415512134e-01,2.7561651348e-01,7.5891929633e-01
4.3750000000e-01,1.0000000000e+00,1.6644111739e-01,2.8535166825e-01,6.7311034981e-01
5.0000000000e-01,1.0000000000e+00,1.4848616280e-01,2.8445552531e-01,5.8887379435e-01
5.6250000000e-01,1.0000000000e+00,1.3088417673e-01,2.7541168294e-01,5.0924493210e-01
6.2500000000e-01,1.0000000000e+00,1.1405970244e-01,2.6087510294e-01,4.3593495585e-01
6.8750000000e-01,1.0000000000e+00,9.8274788863e-02,2.4324066358e-01,3.6960799561e-01
7.5000000000e-01,1.0000000000e+00,8.3654619490e-02,2.2444716763e-01,3.1021271068e-01
8.1250000000e-01,1.0000000000e+00,7.0218892909e-02,2.0594627896e-01,2.5726284806e-01
8.7500000000e-01,1.0000000000e+00,5.7911334620e-02,1.8875908209e-01,2.1003787198e-01
9.3750000000e-01,1.0000000000e+00,4.6624007648e-02,1.7356509635e-01,1.6771122849e-01
1.0000000000e+00,1.0000000000e+00,3.6215697576e-02,1.6079261220e-01,1.2942476289e-01
1.0625000000e+00,1.0000000000e+00,2.6524931123e-02,1.5069628639e-01,9.4327101066e-02
1.1250000000e+00,1.0000000000e+00,1.7378661777e-02,1.4341770888e-01,6.1589507761e-02
1.1875000000e+00,1.0000000000e+00,8.5977175135e-03,1.3902929422e-01,3.0408355577e-02
1.2500000000e+00,1.0000000000e+00,0.0000000000e+00,1.3756348022e-01,-0.0000000000e+00
0.0000000000e+00,1.0625000000e+00,1.8073586099e-01,2.2105425012e-02,1.0096276545e+00
6.2500000000e-02,1.0625000000e+00,1.7935427193e-01,4.3748634480e-02,1.0012803326e+00
1.2500000000e-01,1.0625000000e+00,1.7526728168e-01,8.5618905997e-02,9.7651268978e-01
1.8750000000e-01,1.0625000000e+00,1.6865190868e-01,1.2365900842e-01,9.3624315393e-01
2.5000000000e-01,1.0625000000e+00,1.5980990563e-01,1.5592698399e-01,8.8224955531e-01
3.1250000000e-01,1.0625000000e+00,1.4916103568e-01,1.8079414785e-01,8.1730210598e-01
3.7500000000e-01,1.0625000000e+00,1.3721063715e-01,1.9735071859e-01,7.4496740489e-01
4.3750000000e-01,1.0625000000e+00,1.2449219586e-01,2.0564456606e-01,6.6903323945e-01
5.0000000000e-01,1.0625000000e+00,1.1150506639e-01,2.0659666606e-01,5.9289494801e-01
5.6250000000e-01,1.0625000000e+00,9.8667612599e-02,2.0168863244e-01,5.1917565458e-01
6.2500000000e-01,1.0625000000e+00,8.6293987336e-02,1.9260556451e-01,4.4962388143e-01
6.8750000000e-01,1.0625000000e+00,7.4591917035e-02,1.8095906928e-01,3.8520000480e-01
7.5000000000e-01,1.0625000000e+00,6.3674103676e-02,1.6812829013e-01,3.2624497613e-01
8.1250000000e-01,1.0625000000e+00,5.3575880769e-02,1.5520201378e-01,2.7265774699e-01
8.7500000000e-01,1.0625000000e+00,4.4273851954e-02,1.4298666680e-01,2.2404551680e-01
9.3750000000e-01,1.0625000000e+00,3.5702547418e-02,1.3204779098e-01,1.7983644565e-01
1.0000000000e+00,1.0625000000e+00,2.7767878081e-02,1.2276246932e-01,1.3935735200e-01
1.0625000000e+00,1.0625000000e+00,2.0357238753e-02,1.1536978466e-01,1.0188352248e-01
1.1250000000e+00,1.0625000000e+00,1.3346654999e-02,1.1001325472e-01,6.6668193796e-02
1.1875000000e+00,1.0625000000e+00,6.6055819134e-03,1.0677323999e-01,3.2958098978e-02
1.2500000000e+00,1.0625000000e+00,0.0000000000e+00,1.0568931061e-01,-0.0000000000e+00
0.0000000000e+00,1.1250000000e+00,1.1901572165e-01,1.4220318552e-02,9.7330191098e-01
6.2500000000e-02,1.1250000000e+00,1.1812695174e-01,2.8130333525e-02,9.6572710811e-01
1.2500000000e-01,1.1250000000e+00,1.1549942996e-01,5.5015401239e-02,9.4331057506e-01
1.8750000000e-01,1.1250000000e+00,1.1125002658e-01,7.9413504642e-02,9.0700706280e-01
2.5000000000e-01,1.1250000000e+00,1.0557274188e-01,1.0015686600e-01,8.5847430953e-01
3.1250000000e-01,1.1250000000e+00,9.8730418332e-02,1.1630836922e-01,8.0005868504e-01
3.7500000000e-01,1.1250000000e+00,9.1034195723e-02,1.2734764695e-01,7.3461497768e-01
4.3750000000e-01,1.1250000000e+00,8.2811962463e-02,1.3327921136e-01,6.6516025512e-01
5.0000000000e-01,1.1250000000e+00,7.4374294303e-02,1.3459794044e-01,5.9449710365e-01
5.6250000000e-01,1.1250000000e+00,6.5987219908e-02,1.3214061636e-01,5.2493885702e-01
6.2500000000e-01,1.1250000000e+00,5.7856717258e-02,1.2689945316e-01,4.5818491066e-01
6.8750000000e-01,1.1250000000e+00,5.0124788263e-02,1.1986175828e-01,3.9532316591e-01
7.5000000000e-01,1.1250000000e+00,4.2873997473e-02,1.1190490982e-01,3.3690944205e-01
8.1250000000e-01,1.1250000000e+00,3.6136674536e-02,1.0374681963e-01,2.8307764695e-01
8.7500000000e-01,1.1250000000e+00,2.9905645020e-02,9.5937780749e-02,2.3365000228e-01
9.3750000000e-01,1.1250000000e+00,2.4144451942e-02,8.8876931545e-02,1.8823168532e-01
1.0000000000e+00,1.1250000000e+00,1.8796028577e-02,8.2839689030e-02,1.4628467724e-01
1.0625000000e+00,1.1250000000e+00,1.3789490813e-02,7.8007128192e-02,1.0718144303e-01
1.1250000000e+00,1.1250000000e+00,9.0451375526e-03,7.4492285376e-02,7.0241645939e-02
1.1875000000e+00,1.1250000000e+00,4.4779551412e-03,7.2361100421e-02,3.4755846512e-02
1.2500000000e+00,1.1250000000e+00,0.0000000000e+00,7.1647282259e-02,-0.0000000000e+00
0.0000000000e+00,1.1875000000e+00,5.9073122119e-02,6.9558192617e-03,9.5212577317e-01
6.2500000000e-02,1.1875000000e+00,5.8638383415e-02,1.3757298554e-02,9.4501561389e-01
1.2500000000e-01,1.1875000000e+00,5.7353459800e-02,2.6898860691e-02,9.2399543964e-01
1.8750000000e-01,1.1875000000e+00,5.5276025829e-02,3.8822742891e-02,8.9000021265e-01
2.5000000000e-01,1.1875000000e+00,5.2500616939e-02,4.8978606232e-02,8.4458193500e-01
3.1250000000e-01,1.1875000000e+00,4.9153700050e-02,5.6934815997e-02,7.8984334666e-01
3.7500000000e-01,1.1875000000e+00,4.5383764939e-02,6.2452288666e-02,7.2827356579e-01
4.3750000000e-01,1.1875000000e+00,4.1347163967e-02,6.5526692029e-02,6.6249569971e-01
5.0000000000e-01,1.1875000000e+00,3.7192928435e-02,6.6375267962e-02,5.9499435442e-01
5.6250000000e-01,1.1875000000e+00,3.3050255472e-02,6.5376439446e-02,5.2789775926e-01
6.2500000000e-01,1.1875000000e+00,2.9020873505e-02,6.2989873399e-02,4.6285373807e-01
6.8750000000e-01,1.1875000000e+00,2.5176521297e-02,5.9683600684e-02,4.0099830610e-01
7.5000000000e-01,1.1875000000e+00,2.1560423419e-02,5.5882771179e-02,3.4299197979e-01
8.1250000000e-01,1.1875000000e+00,1.8191174899e-02,5.1942574008e-02,2.8909339628e-01
8.7500000000e-01,1.1875000000e+00,1.5067601668e-02,4.8140705168e-02,2.3924516016e-01
9.3750000000e-01,1.1875000000e+00,1.2173586753e-02,4.4682465936e-02,1.9315561554e-01
1.0000000000e+00,1.1875000000e+00,9.4822934260e-03,4.1712227032e-02,1.5036822861e-01
1.0625000000e+00,1.1875000000e+00,6.9595583742e-03,3.9326753356e-02,1.1031592651e-01
1.1250000000e+00,1.1875000000e+00,4.5664492566e-03,3.7587658198e-02,7.2361100421e-02
1.1875000000e+00,1.1875000000e+00,2.2611010994e-03,3.6531594052e-02,3.5823641130e-02
1.2500000000e+00,1.1875000000e+00,0.0000000000e+00,3.6177617591e-02,-0.0000000000e+00
0.0000000000e+00,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,9.4516995391e-01
6.2500000000e-02,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,9.3821413465e-01
1.2500000000e-01,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,9.1765535680e-01
1.8750000000e-01,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,8.8441641326e-01
2.5000000000e-01,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,8.4000987102e-01
3.1250000000e-01,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,7.8645920080e-01
3.7500000000e-01,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,7.2614023902e-01
4.3750000000e-01,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,6.6155462347e-01
5.0000000000e-01,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,5.9508685497e-01
5.6250000000e-01,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,5.2880408754e-01
6.2500000000e-01,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,4.6433397607e-01
6.8750000000e-01,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,4.0282434075e-01
7.5000000000e-01,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,3.4496677470e-01
8.1250000000e-01,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,2.9105879839e-01
8.7500000000e-01,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,2.4108162669e-01
9.3750000000e-01,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,1.9477738805e-01
1.0000000000e+00,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,1.5171669482e-01
1.0625000000e+00,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,1.1135293399e-01
1.1250000000e+00,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,7.3063188105e-02
1.1875000000e+00,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,3.6177617591e-02
1.2500000000e+00,1.2500000000e+00,0.0000000000e+00,-0.0000000000e+00,-0.0000000000e+00
