x,y,Ex,Ey
0,0,0,0
0,0.000923636,-12.6109,0
0,0.00184727,-25.2217,0
0,0.00277091,-67.2308,0
0,0.00369455,-73.75,0
0,0.00461818,-80.2693,0
0,0.00554182,-91.6474,0
0,0.00646545,-88.2289,0
0,0.00738909,-84.8105,0
0,0.00831273,-57.8829,0
0,0.00923636,-46.49,0
0,0.01016,-35.0972,0
0.00108857,0,0,14.8628
0.00108857,0.000923636,-12.6109,14.8628
0.00108857,0.00184727,-57.0997,-21.427
0.00108857,0.00277091,-67.2308,7.68337
0.00108857,0.00369455,-73.75,7.68337
0.00108857,0.00461818,-91.6311,-6.98885
0.00108857,0.00554182,-91.6474,-4.02893
0.00108857,0.00646545,-88.2289,-4.02893
0.00108857,0.00738909,-68.0531,12.0561
0.00108857,0.00831273,-57.8829,-13.4273
0.00108857,0.00923636,-12.6838,24.5356
0.00108857,0.01016,0,24.5356
0.00217714,0,0,29.7256
0.00217714,0.000923636,-45.7645,-8.06777
0.00217714,0.00184727,-57.0997,-8.06777
0.00217714,0.00277091,-67.2308,15.3667
0.00217714,0.00369455,-88.1799,-2.92142
0.00217714,0.00461818,-91.6311,-2.92142
0.00217714,0.00554182,-91.6474,-8.05786
0.00217714,0.00646545,-74.5552,4.39279
0.00217714,0.00738909,-68.0531,4.39279
0.00217714,0.00831273,-25.3675,9.58688
0.00217714,0.00923636,-12.6838,9.58688
0.00217714,0.01016,0,9.58688
0.00326571,0,0,5.80703
0.00326571,0.000923636,-12.5016,5.80703
0.00326571,0.00184727,-25.0032,5.80703
0.00326571,0.00277091,-67.4862,2.43585
0.00326571,0.00369455,-73.8558,2.43585
0.00326571,0.00461818,-80.2254,2.43585
0.00326571,0.00554182,-91.5694,-1.97574
0.00326571,0.00646545,-87.9968,-1.97574
0.00326571,0.00738909,-67.7847,16.2535
0.00326571,0.00831273,-57.5007,-4.84069
0.00326571,0.00923636,-45.9961,-4.84069
0.00326571,0.01016,0,33.399
0.00435429,0,0,20.5411
0.00435429,0.000923636,-12.5016,20.5411
0.00435429,0.00184727,-57.4716,-16.974
0.00435429,0.00277091,-67.4862,9.94288
0.00435429,0.00369455,-73.8558,9.94288
0.00435429,0.00461818,-91.6938,-6.18159
0.00435429,0.00554182,-91.5694,-6.18636
0.00435429,0.00646545,-74.4068,8.4489
0.00435429,0.00738909,-67.7847,8.4489
0.00435429,0.00831273,-57.5007,-18.3997
