x,y,Ex,Ey
0,0,0,0
0,0.000923636,9.71649e-15,0
0,0.00184727,1.9433e-14,0
0,0.00277091,57.6409,0
0,0.00369455,57.6409,0
0,0.00461818,57.6409,0
0,0.00554182,16.0245,0
0,0.00646545,16.0245,0
0,0.00738909,16.0245,0
0,0.00831273,26.0166,0
0,0.00923636,26.0166,0
0,0.01016,26.0166,0
0.00108857,0,0,-1.14516e-14
0.00108857,0.000923636,9.71649e-15,-1.14516e-14
0.00108857,0.00184727,57.6409,64.846
0.00108857,0.00277091,57.6409,9.9476e-14
0.00108857,0.00369455,57.6409,9.9476e-14
0.00108857,0.00461818,16.0245,-46.8184
0.00108857,0.00554182,16.0245,-3.55271e-15
0.00108857,0.00646545,16.0245,-3.55271e-15
0.00108857,0.00738909,26.0166,11.2411
0.00108857,0.00831273,26.0166,-3.55271e-14
0.00108857,0.00923636,-1.24345e-14,-29.2687
0.00108857,0.01016,0,-29.2687
0.00217714,0,0,-2.29032e-14
0.00217714,0.000923636,57.6409,64.846
0.00217714,0.00184727,57.6409,64.846
0.00217714,0.00277091,57.6409,1.98952e-13
0.00217714,0.00369455,16.0245,-46.8184
0.00217714,0.00461818,16.0245,-46.8184
0.00217714,0.00554182,16.0245,-7.10543e-15
0.00217714,0.00646545,26.0166,11.2411
0.00217714,0.00738909,26.0166,11.2411
0.00217714,0.00831273,-2.4869e-14,-29.2687
0.00217714,0.00923636,-1.24345e-14,-29.2687
0.00217714,0.01016,0,-29.2687
0.00326571,0,0,64.846
0.00326571,0.000923636,5.32907e-14,64.846
0.00326571,0.00184727,1.06581e-13,64.846
0.00326571,0.00277091,-71.4426,-46.8184
0.00326571,0.00369455,-71.4426,-46.8184
0.00326571,0.00461818,-71.4426,-46.8184
0.00326571,0.00554182,-31.4891,11.2411
0.00326571,0.00646545,-31.4891,11.2411
0.00326571,0.00738909,17.889,66.7914
0.00326571,0.00831273,17.889,-29.2687
0.00326571,0.00923636,17.889,-29.2687
0.00326571,0.01016,0,-49.3938
0.00435429,0,0,64.846
0.00435429,0.000923636,5.32907e-14,64.846
0.00435429,0.00184727,-71.4426,-15.5269
0.00435429,0.00277091,-71.4426,-46.8184
0.00435429,0.00369455,-71.4426,-46.8184
0.00435429,0.00461818,-31.4891,-1.87073
